miRNAName	CellLineName	Expression
hsa-miR-503	A-204	4.60333762306166
hsa-miR-3136-5p	A-204	2.54158156827372
hsa-miR-1273d	A-204	4.22355029116663
hsa-miR-127-5p	A-204	3.17586235885174
hsa-miR-145-5p	A-204	4.94191981845043
hsa-let-7g-5p	A-204	10.8919130759749
hsa-miR-758	A-204	4.22355029116663
hsa-miR-548am-3p	A-204	3.29877956615272
hsa-miR-320a	A-204	3.79279131180959
hsa-miR-7-5p	A-204	5.39194945322778
hsa-miR-1825	A-204	4.16010880839679
hsa-miR-542-3p	A-204	3.70660494819443
hsa-miR-32-5p	A-204	6.34644556086655
hsa-miR-485-3p	A-204	5.39194945322778
hsa-miR-554	A-204	3.41204150816274
hsa-miR-502-5p	A-204	3.04148900732243
hsa-miR-493-3p	A-204	4.22355029116663
hsa-miR-625-5p	A-204	3.41204150816274
hsa-miR-369-3p	A-204	4.28431909666402
hsa-miR-367-3p	A-204	3.9511035707332
hsa-miR-580	A-204	2.54158156827372
hsa-miR-1183	A-204	4.45262839565357
hsa-miR-378a-3p+hsa-miR-378i	A-204	5.24681587704557
hsa-miR-518b	A-204	3.61494085443818
hsa-miR-578	A-204	3.61494085443818
hsa-miR-635	A-204	3.29877956615272
hsa-miR-135b-5p	A-204	4.34263134126222
hsa-miR-3187-3p	A-204	3.29877956615272
hsa-miR-557	A-204	3.70660494819443
hsa-miR-579	A-204	4.39867794359831
hsa-miR-890	A-204	2.72813403143527
hsa-miR-515-5p	A-204	3.61494085443818
hsa-miR-576-3p	A-204	2.89330247989325
hsa-miR-513a-3p	A-204	2.54158156827372
hsa-miR-767-5p	A-204	3.17586235885174
hsa-miR-33a-5p	A-204	4.65026748186363
hsa-miR-487b	A-204	4.82406479546474
hsa-miR-934	A-204	3.29877956615272
hsa-miR-532-5p	A-204	4.50463385373119
hsa-miR-1908	A-204	3.17586235885174
hsa-miR-614	A-204	3.17586235885174
hsa-miR-653	A-204	4.50463385373119
hsa-miR-1200	A-204	3.29877956615272
hsa-miR-520c-3p	A-204	3.29877956615272
hsa-miR-3182	A-204	3.04148900732243
hsa-miR-337-3p	A-204	5.66761161813395
hsa-miR-302c-3p	A-204	3.29877956615272
hsa-miR-409-5p	A-204	4.02418840322928
hsa-miR-550a-5p	A-204	2.89330247989325
hsa-let-7d-5p	A-204	8.06518579175238
hsa-miR-216a	A-204	2.89330247989325
hsa-miR-1245b-3p	A-204	3.41204150816274
hsa-miR-548a-5p	A-204	3.04148900732243
hsa-miR-504	A-204	3.29877956615272
hsa-miR-888-5p	A-204	3.9511035707332
hsa-miR-631	A-204	5.21595110198443
hsa-miR-1272	A-204	3.29877956615272
hsa-miR-606	A-204	2.54158156827372
hsa-miR-598	A-204	4.39867794359831
hsa-miR-1267	A-204	3.17586235885174
hsa-miR-1284	A-204	3.61494085443818
hsa-miR-548d-3p	A-204	4.60333762306166
hsa-miR-4431	A-204	3.17586235885174
hsa-miR-885-5p	A-204	4.02418840322928
hsa-miR-142-3p	A-204	4.28431909666402
hsa-let-7e-5p	A-204	8.34025978792196
hsa-miR-1290	A-204	2.72813403143527
hsa-miR-216b	A-204	5.01545967409172
hsa-miR-548an	A-204	4.22355029116663
hsa-miR-196a-5p	A-204	7.27154618589573
hsa-miR-494	A-204	5.01545967409172
hsa-miR-1233	A-204	2.72813403143527
hsa-miR-487a	A-204	5.01545967409172
hsa-miR-512-3p	A-204	3.29877956615272
hsa-miR-586	A-204	4.22355029116663
hsa-miR-654-3p	A-204	3.04148900732243
hsa-miR-450b-3p	A-204	2.72813403143527
hsa-miR-1305	A-204	3.29877956615272
hsa-miR-634	A-204	3.17586235885174
hsa-miR-541-3p	A-204	3.04148900732243
hsa-miR-1246	A-204	6.31766100267876
hsa-miR-1248	A-204	2.89330247989325
hsa-miR-518a-3p	A-204	3.17586235885174
hsa-miR-1324	A-204	3.51705519343672
hsa-miR-1185-5p	A-204	3.79279131180959
hsa-miR-936	A-204	3.79279131180959
hsa-miR-587	A-204	3.41204150816274
hsa-miR-217	A-204	3.17586235885174
hsa-miR-154-5p	A-204	4.45262839565357
hsa-miR-338-3p	A-204	2.32727281492357
hsa-miR-370	A-204	3.79279131180959
hsa-miR-19a-3p	A-204	6.87698558697601
hsa-miR-106b-5p	A-204	7.59310767362061
hsa-miR-512-5p	A-204	3.17586235885174
hsa-miR-942	A-204	3.87411787629007
hsa-miR-767-3p	A-204	3.41204150816274
hsa-miR-519c-3p	A-204	3.41204150816274
hsa-miR-576-5p	A-204	3.04148900732243
hsa-miR-450b-5p	A-204	3.87411787629007
hsa-miR-1255b-5p	A-204	3.61494085443818
hsa-miR-638	A-204	2.54158156827372
hsa-miR-3141	A-204	3.51705519343672
hsa-miR-568	A-204	3.51705519343672
hsa-miR-139-3p	A-204	3.29877956615272
hsa-miR-1827	A-204	4.45262839565357
hsa-miR-3168	A-204	1.77025170254242
hsa-miR-761	A-204	2.32727281492357
hsa-miR-196b-5p	A-204	3.61494085443818
hsa-miR-302e	A-204	3.61494085443818
hsa-miR-548d-5p	A-204	3.51705519343672
hsa-miR-548ak	A-204	3.17586235885174
hsa-miR-411-5p	A-204	5.83945093749672
hsa-miR-1293	A-204	3.51705519343672
hsa-miR-548j	A-204	2.54158156827372
hsa-miR-508-3p	A-204	3.70660494819443
hsa-miR-513b	A-204	2.07547998593855
hsa-miR-1229	A-204	2.07547998593855
hsa-miR-371b-5p	A-204	2.32727281492357
hsa-miR-671-3p	A-204	3.79279131180959
hsa-miR-30b-5p	A-204	6.50804341901447
hsa-miR-521	A-204	1.77025170254242
hsa-miR-943	A-204	3.41204150816274
hsa-miR-548h-5p	A-204	1.77025170254242
hsa-miR-4435	A-204	2.54158156827372
hsa-miR-1303	A-204	3.17586235885174
hsa-miR-600	A-204	2.07547998593855
hsa-miR-1280	A-204	1.38262470262748
hsa-miR-1271-5p	A-204	2.32727281492357
hsa-miR-657	A-204	3.17586235885174
hsa-miR-544b	A-204	3.04148900732243
hsa-miR-181c-5p	A-204	3.04148900732243
hsa-miR-199b-5p	A-204	3.9511035707332
hsa-miR-146b-5p	A-204	2.72813403143527
hsa-miR-320b	A-204	2.89330247989325
hsa-miR-340-5p	A-204	4.34263134126222
hsa-miR-548aj-3p	A-204	3.51705519343672
hsa-miR-508-5p	A-204	2.89330247989325
hsa-miR-1273e	A-204	2.72813403143527
hsa-miR-1254	A-204	2.89330247989325
hsa-miR-548w	A-204	2.89330247989325
hsa-miR-3928	A-204	2.07547998593855
hsa-miR-718	A-204	1.38262470262748
hsa-miR-3178	A-204	1.77025170254242
hsa-miR-591	A-204	3.04148900732243
hsa-miR-1250	A-204	2.72813403143527
hsa-miR-182-5p	A-204	5.62125168269293
hsa-miR-633	A-204	3.04148900732243
hsa-miR-219-2-3p	A-204	2.07547998593855
hsa-miR-320c	A-204	3.17586235885174
hsa-miR-1197	A-204	2.32727281492357
hsa-miR-4516	A-204	2.72813403143527
hsa-miR-4508	A-204	3.17586235885174
hsa-miR-200b-3p	A-204	2.32727281492357
hsa-miR-221-3p	A-204	9.66380933686442
hsa-miR-184	A-204	2.32727281492357
hsa-miR-525-3p	A-204	3.17586235885174
hsa-miR-599	A-204	2.54158156827372
hsa-miR-1277-3p	A-204	3.51705519343672
hsa-miR-421	A-204	4.16010880839679
hsa-miR-34a-5p	A-204	7.51284955402472
hsa-miR-96-5p	A-204	7.21803449332433
hsa-miR-556-3p	A-204	2.72813403143527
hsa-miR-23c	A-204	2.89330247989325
hsa-miR-548ab	A-204	1.38262470262748
hsa-miR-520d-3p	A-204	2.32727281492357
hsa-miR-1273g-5p	A-204	3.17586235885174
hsa-miR-1255a	A-204	2.54158156827372
hsa-miR-526b-5p	A-204	2.54158156827372
hsa-miR-643	A-204	2.32727281492357
hsa-miR-589-5p	A-204	2.72813403143527
hsa-miR-2278	A-204	3.87411787629007
hsa-miR-1266	A-204	2.07547998593855
hsa-miR-516a-5p	A-204	3.04148900732243
hsa-miR-933	A-204	2.54158156827372
hsa-miR-524-5p	A-204	3.04148900732243
hsa-miR-582-5p	A-204	9.50052402068165
hsa-miR-101-3p	A-204	3.29877956615272
hsa-miR-566	A-204	3.87411787629007
hsa-miR-660-5p	A-204	4.90369465036299
hsa-miR-181a-5p	A-204	4.50463385373119
hsa-miR-542-5p	A-204	2.89330247989325
hsa-miR-219-1-3p	A-204	3.51705519343672
hsa-miR-19b-3p	A-204	8.25553225329616
hsa-miR-199a-3p+hsa-miR-199b-3p	A-204	11.743838684486
hsa-miR-3184-5p	A-204	2.89330247989325
hsa-miR-1302	A-204	2.72813403143527
hsa-miR-548o-3p	A-204	2.54158156827372
hsa-miR-874	A-204	2.89330247989325
hsa-miR-342-3p	A-204	4.69571871754606
hsa-miR-219-5p	A-204	3.29877956615272
hsa-miR-378d	A-204	2.32727281492357
hsa-miR-548g-3p	A-204	2.89330247989325
hsa-miR-28-5p	A-204	6.02894312316214
hsa-miR-34c-5p	A-204	2.89330247989325
hsa-miR-451a	A-204	2.54158156827372
hsa-miR-520e	A-204	2.89330247989325
hsa-miR-593-3p	A-204	2.72813403143527
hsa-miR-877-5p	A-204	2.54158156827372
hsa-miR-665	A-204	3.17586235885174
hsa-miR-4425	A-204	3.29877956615272
hsa-miR-1289	A-204	1.77025170254242
hsa-miR-1973	A-204	3.51705519343672
hsa-miR-556-5p	A-204	2.54158156827372
hsa-miR-518c-3p	A-204	3.51705519343672
hsa-miR-548ac	A-204	3.04148900732243
hsa-miR-148b-3p	A-204	7.04444857343594
hsa-miR-181b-5p+hsa-miR-181d	A-204	4.34263134126222
hsa-miR-339-5p	A-204	2.07547998593855
hsa-miR-371b-3p	A-204	3.41204150816274
hsa-miR-20a-5p+hsa-miR-20b-5p	A-204	8.69386234352323
hsa-miR-4284	A-204	2.72813403143527
hsa-miR-146a-5p	A-204	3.51705519343672
hsa-miR-29a-3p	A-204	9.82077216542168
hsa-miR-550b-3p	A-204	2.89330247989325
hsa-miR-342-5p	A-204	1.77025170254242
hsa-miR-452-5p	A-204	2.72813403143527
hsa-miR-548b-5p	A-204	3.17586235885174
hsa-miR-506-3p	A-204	2.89330247989325
hsa-miR-1263	A-204	2.32727281492357
hsa-miR-361-5p	A-204	8.6367460661459
hsa-miR-1181	A-204	3.51705519343672
hsa-miR-323b-3p	A-204	3.61494085443818
hsa-miR-423-3p	A-204	5.4193029348854
hsa-miR-548ae	A-204	2.54158156827372
hsa-let-7i-5p	A-204	11.4233673613356
hsa-miR-202-3p	A-204	2.89330247989325
hsa-miR-224-5p	A-204	2.72813403143527
hsa-miR-1206	A-204	5.01545967409172
hsa-miR-516b-5p	A-204	3.04148900732243
hsa-miR-507	A-204	3.70660494819443
hsa-miR-519e-3p	A-204	1.77025170254242
hsa-miR-4531	A-204	3.70660494819443
hsa-miR-720	A-204	10.3378135217737
hsa-miR-2116-5p	A-204	3.87411787629007
hsa-miR-496	A-204	3.17586235885174
hsa-miR-1256	A-204	2.72813403143527
hsa-miR-3151	A-204	2.54158156827372
hsa-miR-199a-5p	A-204	9.75116755084738
hsa-miR-146b-3p	A-204	3.29877956615272
hsa-miR-1269b	A-204	3.17586235885174
hsa-miR-648	A-204	3.17586235885174
hsa-miR-4286	A-204	5.15216705201057
hsa-miR-200a-3p	A-204	2.72813403143527
hsa-miR-345-5p	A-204	3.87411787629007
hsa-miR-320d	A-204	1.38262470262748
hsa-miR-650	A-204	1.77025170254242
hsa-miR-514b-5p	A-204	3.17586235885174
hsa-miR-765	A-204	2.89330247989325
hsa-miR-488-3p	A-204	2.07547998593855
hsa-miR-513a-5p	A-204	2.07547998593855
hsa-miR-505-3p	A-204	4.60333762306166
hsa-miR-378c	A-204	2.89330247989325
hsa-miR-875-3p	A-204	2.07547998593855
hsa-miR-33b-5p	A-204	2.72813403143527
hsa-miR-126-3p	A-204	6.65335001789109
hsa-miR-3127-5p	A-204	1.38262470262748
hsa-miR-548v	A-204	2.72813403143527
hsa-miR-769-5p	A-204	4.86442905150308
hsa-miR-522-3p	A-204	2.07547998593855
hsa-miR-1304-5p	A-204	2.72813403143527
hsa-miR-571	A-204	3.17586235885174
hsa-miR-708-5p	A-204	2.32727281492357
hsa-miR-3180-5p	A-204	2.07547998593855
hsa-miR-320e	A-204	3.9511035707332
hsa-miR-346	A-204	2.72813403143527
hsa-miR-223-3p	A-204	2.32727281492357
hsa-miR-378e	A-204	6.60652196815576
hsa-miR-30c-5p	A-204	3.87411787629007
hsa-miR-147b	A-204	3.79279131180959
hsa-miR-185-5p	A-204	4.78253862693439
hsa-miR-200c-3p	A-204	4.34263134126222
hsa-miR-107	A-204	6.37466702785562
hsa-miR-1538	A-204	2.89330247989325
hsa-miR-548b-3p	A-204	2.54158156827372
hsa-miR-624-3p	A-204	2.07547998593855
hsa-miR-519d	A-204	3.51705519343672
hsa-miR-1261	A-204	2.32727281492357
hsa-miR-551b-3p	A-204	3.17586235885174
hsa-miR-548z	A-204	3.41204150816274
hsa-miR-520d-5p+hsa-miR-518a-5p+hsa-miR-527	A-204	3.9511035707332
hsa-miR-2113	A-204	2.89330247989325
hsa-miR-585	A-204	3.51705519343672
hsa-miR-1184	A-204	2.32727281492357
hsa-miR-136-5p	A-204	6.41599036499943
hsa-miR-3195	A-204	3.41204150816274
hsa-miR-1468	A-204	2.32727281492357
hsa-miR-636	A-204	1.77025170254242
hsa-miR-371a-3p	A-204	3.04148900732243
hsa-miR-361-3p	A-204	4.82406479546474
hsa-miR-489	A-204	4.60333762306166
hsa-miR-548aa	A-204	4.09374869519251
hsa-miR-9-5p	A-204	7.13797282973509
hsa-miR-222-3p	A-204	8.61028702988453
hsa-miR-655	A-204	3.9511035707332
hsa-miR-127-3p	A-204	6.86708673385688
hsa-miR-1291	A-204	3.04148900732243
hsa-miR-1224-5p	A-204	2.72813403143527
hsa-miR-1234	A-204	3.17586235885174
hsa-miR-523-3p	A-204	2.54158156827372
hsa-miR-592	A-204	1.77025170254242
hsa-miR-495	A-204	6.53330039557856
hsa-miR-548m	A-204	0.850968639629017
hsa-miR-2276	A-204	3.17586235885174
hsa-miR-4443	A-204	5.52380803098582
hsa-miR-876-5p	A-204	3.29877956615272
hsa-miR-183-5p	A-204	6.28829042478398
hsa-miR-302a-3p	A-204	2.54158156827372
hsa-miR-23a-3p	A-204	9.03843519700513
hsa-miR-548ag	A-204	3.41204150816274
hsa-miR-376b	A-204	5.52380803098582
hsa-miR-383	A-204	4.39867794359831
hsa-miR-27a-3p	A-204	5.36406731031309
hsa-miR-575	A-204	4.39867794359831
hsa-let-7b-5p	A-204	10.0035684172012
hsa-miR-193a-3p	A-204	2.89330247989325
hsa-miR-510	A-204	2.72813403143527
hsa-miR-1228-3p	A-204	2.72813403143527
hsa-miR-924	A-204	3.79279131180959
hsa-miR-519b-3p	A-204	2.07547998593855
hsa-miR-1470	A-204	3.79279131180959
hsa-miR-30e-5p	A-204	5.05087002684253
hsa-miR-483-3p	A-204	3.87411787629007
hsa-miR-573	A-204	2.54158156827372
hsa-miR-764	A-204	3.04148900732243
hsa-miR-517c-3p+hsa-miR-519a-3p	A-204	3.17586235885174
hsa-miR-604	A-204	3.17586235885174
hsa-miR-1279	A-204	3.51705519343672
hsa-miR-134	A-204	3.04148900732243
hsa-miR-4454	A-204	11.0429856452183
hsa-miR-3147	A-204	2.72813403143527
hsa-miR-1178	A-204	2.54158156827372
hsa-miR-662	A-204	2.32727281492357
hsa-miR-376c	A-204	6.67620611586185
hsa-miR-23b-3p	A-204	6.27337782561563
hsa-miR-1268b	A-204	3.17586235885174
hsa-miR-644a	A-204	2.54158156827372
hsa-miR-384	A-204	2.32727281492357
hsa-miR-193a-5p	A-204	4.65026748186363
hsa-miR-212-3p	A-204	3.29877956615272
hsa-miR-18a-5p	A-204	5.83945093749672
hsa-miR-422a	A-204	3.29877956615272
hsa-miR-2114-5p	A-204	2.54158156827372
hsa-miR-548l	A-204	2.89330247989325
hsa-miR-1294	A-204	2.89330247989325
hsa-miR-548i	A-204	3.29877956615272
hsa-miR-130b-3p	A-204	4.28431909666402
hsa-miR-490-5p	A-204	2.89330247989325
hsa-miR-499b-5p	A-204	1.77025170254242
hsa-miR-1264	A-204	3.17586235885174
hsa-miR-3196	A-204	3.41204150816274
hsa-miR-4647	A-204	2.07547998593855
hsa-miR-652-3p	A-204	4.16010880839679
hsa-miR-621	A-204	3.04148900732243
hsa-miR-4532	A-204	2.32727281492357
hsa-miR-561-3p	A-204	3.61494085443818
hsa-miR-2054	A-204	1.77025170254242
hsa-miR-553	A-204	3.29877956615272
hsa-miR-520h	A-204	3.9511035707332
hsa-miR-2110	A-204	3.04148900732243
hsa-miR-1539	A-204	3.04148900732243
hsa-miR-1208	A-204	2.89330247989325
hsa-miR-615-5p	A-204	2.54158156827372
hsa-miR-514a-3p	A-204	1.77025170254242
hsa-miR-574-3p	A-204	6.18051246424752
hsa-miR-211-5p	A-204	3.51705519343672
hsa-miR-151a-5p	A-204	5.44614743025092
hsa-miR-330-5p	A-204	3.41204150816274
hsa-miR-26a-5p	A-204	8.3258774552652
hsa-miR-301b	A-204	4.82406479546474
hsa-miR-548a-3p	A-204	2.89330247989325
hsa-miR-3200-3p	A-204	3.17586235885174
hsa-miR-1471	A-204	2.89330247989325
hsa-miR-647	A-204	2.72813403143527
hsa-miR-99b-5p	A-204	8.21708314932358
hsa-miR-1268a	A-204	4.02418840322928
hsa-miR-548ah-5p	A-204	3.29877956615272
hsa-miR-105-5p	A-204	4.09374869519251
hsa-miR-663a	A-204	2.54158156827372
hsa-miR-380-3p	A-204	3.04148900732243
hsa-miR-431-5p	A-204	4.82406479546474
hsa-miR-484	A-204	4.73978166536397
hsa-miR-548x-3p	A-204	3.04148900732243
hsa-miR-448	A-204	3.29877956615272
hsa-miR-124-3p	A-204	2.32727281492357
hsa-miR-1275	A-204	3.9511035707332
hsa-miR-1225-3p	A-204	3.41204150816274
hsa-miR-382-5p	A-204	6.22769222649125
hsa-miR-2053	A-204	2.72813403143527
hsa-miR-1252	A-204	3.41204150816274
hsa-miR-133b	A-204	3.04148900732243
hsa-miR-4421	A-204	3.51705519343672
hsa-miR-590-3p	A-204	3.29877956615272
hsa-miR-759	A-204	2.72813403143527
hsa-miR-2117	A-204	3.51705519343672
hsa-miR-641	A-204	3.29877956615272
hsa-miR-548ad	A-204	4.22355029116663
hsa-miR-3690	A-204	4.09374869519251
hsa-miR-1273a	A-204	4.09374869519251
hsa-miR-191-5p	A-204	9.83734414458289
hsa-miR-596	A-204	4.16010880839679
hsa-miR-301a-3p	A-204	5.44614743025092
hsa-miR-330-3p	A-204	4.55482969140665
hsa-miR-125b-5p	A-204	14.1692103962571
hsa-miR-1193	A-204	4.34263134126222
hsa-miR-106a-5p+hsa-miR-17-5p	A-204	8.69386234352323
hsa-miR-491-5p	A-204	2.72813403143527
hsa-miR-1321	A-204	3.9511035707332
hsa-miR-548t-5p	A-204	3.17586235885174
hsa-miR-409-3p	A-204	6.50804341901447
hsa-miR-31-5p	A-204	3.79279131180959
hsa-miR-525-5p	A-204	3.29877956615272
hsa-miR-3180	A-204	3.29877956615272
hsa-miR-1914-5p	A-204	3.87411787629007
hsa-miR-1243	A-204	2.54158156827372
hsa-miR-616-3p	A-204	2.54158156827372
hsa-miR-3185	A-204	3.17586235885174
hsa-miR-4448	A-204	2.72813403143527
hsa-miR-941	A-204	3.87411787629007
hsa-miR-4488	A-204	3.29877956615272
hsa-miR-25-3p	A-204	8.56508085300573
hsa-miR-4792	A-204	2.07547998593855
hsa-miR-1281	A-204	3.41204150816274
hsa-miR-656	A-204	3.61494085443818
hsa-miR-605	A-204	2.89330247989325
hsa-miR-193b-3p	A-204	4.39867794359831
hsa-miR-143-3p	A-204	6.1151057092446
hsa-miR-152	A-204	3.51705519343672
hsa-miR-548al	A-204	4.86442905150308
hsa-miR-3934	A-204	3.61494085443818
hsa-miR-1912	A-204	2.72813403143527
hsa-miR-670	A-204	3.61494085443818
hsa-miR-449a	A-204	3.79279131180959
hsa-miR-93-5p	A-204	9.09677800700361
hsa-miR-483-5p	A-204	2.89330247989325
hsa-miR-769-3p	A-204	3.61494085443818
hsa-miR-331-3p	A-204	5.59750082299286
hsa-miR-26b-5p	A-204	6.24308206712861
hsa-miR-935	A-204	3.17586235885174
hsa-miR-520b	A-204	3.29877956615272
hsa-miR-1909-3p	A-204	2.89330247989325
hsa-miR-891a	A-204	4.16010880839679
hsa-miR-3614-5p	A-204	2.54158156827372
hsa-miR-1202	A-204	3.70660494819443
hsa-miR-564	A-204	2.32727281492357
hsa-miR-658	A-204	2.54158156827372
hsa-miR-3180-3p	A-204	2.54158156827372
hsa-miR-4461	A-204	3.04148900732243
hsa-miR-675-5p	A-204	1.38262470262748
hsa-miR-135a-5p	A-204	2.89330247989325
hsa-miR-22-3p	A-204	8.49289091093981
hsa-miR-548n	A-204	2.54158156827372
hsa-miR-300	A-204	2.32727281492357
hsa-miR-432-5p	A-204	4.39867794359831
hsa-miR-375	A-204	2.89330247989325
hsa-miR-151a-3p	A-204	6.22769222649125
hsa-miR-190a	A-204	3.04148900732243
hsa-miR-208b	A-204	2.72813403143527
hsa-miR-433	A-204	4.02418840322928
hsa-miR-34b-3p	A-204	2.07547998593855
hsa-miR-1231	A-204	3.29877956615272
hsa-miR-548s	A-204	2.72813403143527
hsa-miR-502-3p	A-204	3.41204150816274
hsa-miR-92b-3p	A-204	5.08543202800916
hsa-miR-1298	A-204	2.72813403143527
hsa-miR-876-3p	A-204	3.51705519343672
hsa-miR-511	A-204	3.41204150816274
hsa-miR-3131	A-204	3.04148900732243
hsa-miR-1265	A-204	3.04148900732243
hsa-miR-140-3p	A-204	4.09374869519251
hsa-miR-885-3p	A-204	2.89330247989325
hsa-miR-630	A-204	3.87411787629007
hsa-miR-613	A-204	3.41204150816274
hsa-miR-376a-3p	A-204	8.36156797402511
hsa-miR-381	A-204	5.21595110198443
hsa-miR-744-5p	A-204	3.29877956615272
hsa-miR-4741	A-204	2.54158156827372
hsa-miR-567	A-204	2.07547998593855
hsa-miR-210	A-204	4.45262839565357
hsa-miR-329	A-204	3.41204150816274
hsa-miR-1244	A-204	3.51705519343672
hsa-miR-569	A-204	2.32727281492357
hsa-miR-1972	A-204	3.17586235885174
hsa-miR-551a	A-204	2.32727281492357
hsa-miR-597	A-204	3.9511035707332
hsa-miR-519b-5p+hsa-miR-519c-5p	A-204	2.07547998593855
hsa-miR-654-5p	A-204	2.54158156827372
hsa-miR-545-3p	A-204	3.17586235885174
hsa-miR-1245a	A-204	2.89330247989325
hsa-miR-214-3p	A-204	9.00271449126276
hsa-miR-18b-5p	A-204	3.04148900732243
hsa-miR-194-5p	A-204	3.61494085443818
hsa-miR-3164	A-204	2.07547998593855
hsa-miR-572	A-204	2.32727281492357
hsa-miR-760	A-204	2.89330247989325
hsa-miR-449b-5p	A-204	2.72813403143527
hsa-miR-632	A-204	2.54158156827372
hsa-miR-558	A-204	3.04148900732243
hsa-miR-628-3p	A-204	2.54158156827372
hsa-miR-491-3p	A-204	2.32727281492357
hsa-miR-331-5p	A-204	2.72813403143527
hsa-miR-1180	A-204	5.54879288507751
hsa-miR-1276	A-204	3.04148900732243
hsa-miR-499b-3p	A-204	3.04148900732243
hsa-miR-3123	A-204	2.32727281492357
hsa-miR-4521	A-204	3.29877956615272
hsa-miR-1283	A-204	8.37560057381505
hsa-miR-603	A-204	3.17586235885174
hsa-miR-1278	A-204	2.32727281492357
hsa-miR-133a	A-204	2.72813403143527
hsa-miR-139-5p	A-204	2.54158156827372
hsa-miR-3144-5p	A-204	2.07547998593855
hsa-miR-944	A-204	1.77025170254242
hsa-miR-1269a	A-204	3.87411787629007
