miRNAName	CellLineName	Expression
hsa-miR-30e-5p	ES-7	4.3013929224261
hsa-miR-483-3p	ES-7	2.80519922991227
hsa-miR-573	ES-7	3.42398363248355
hsa-miR-764	ES-7	2.80519922991227
hsa-miR-517c-3p+hsa-miR-519a-3p	ES-7	2.95200582260454
hsa-miR-604	ES-7	3.20721021258347
hsa-miR-1279	ES-7	3.42398363248355
hsa-miR-134	ES-7	3.99764204647603
hsa-miR-4454	ES-7	10.5171226802115
hsa-miR-3147	ES-7	3.42398363248355
hsa-miR-1178	ES-7	2.95200582260454
hsa-miR-662	ES-7	3.42398363248355
hsa-miR-376c	ES-7	6.89837258708112
hsa-miR-23b-3p	ES-7	4.6414415979829
hsa-miR-1268b	ES-7	3.08524369760739
hsa-miR-644a	ES-7	2.24594212467859
hsa-miR-384	ES-7	3.20721021258347
hsa-miR-193a-5p	ES-7	3.85563931655666
hsa-miR-212-3p	ES-7	4.45703075753883
hsa-miR-18a-5p	ES-7	7.79839590149435
hsa-miR-422a	ES-7	4.06372419249421
hsa-miR-2114-5p	ES-7	2.95200582260454
hsa-miR-548l	ES-7	3.08524369760739
hsa-miR-1294	ES-7	3.20721021258347
hsa-miR-548i	ES-7	4.06372419249421
hsa-miR-130b-3p	ES-7	5.26433664080579
hsa-miR-490-5p	ES-7	3.20721021258347
hsa-miR-499b-5p	ES-7	1.69869883241059
hsa-miR-1264	ES-7	2.45737398240861
hsa-miR-3196	ES-7	3.31966453353557
hsa-miR-4647	ES-7	3.20721021258347
hsa-miR-652-3p	ES-7	4.45703075753883
hsa-miR-621	ES-7	3.08524369760739
hsa-miR-4532	ES-7	3.20721021258347
hsa-miR-561-3p	ES-7	1.99811394559042
hsa-miR-2054	ES-7	2.45737398240861
hsa-miR-553	ES-7	3.08524369760739
hsa-miR-520h	ES-7	3.92838712133458
hsa-miR-2110	ES-7	3.20721021258347
hsa-miR-1539	ES-7	2.80519922991227
hsa-miR-1208	ES-7	2.80519922991227
hsa-miR-615-5p	ES-7	3.31966453353557
hsa-miR-514a-3p	ES-7	3.31966453353557
hsa-miR-574-3p	ES-7	4.24554471884782
hsa-miR-211-5p	ES-7	3.20721021258347
hsa-miR-151a-5p	ES-7	4.3013929224261
hsa-miR-330-5p	ES-7	3.08524369760739
hsa-miR-26a-5p	ES-7	7.00312885281998
hsa-miR-301b	ES-7	5.23595613849827
hsa-miR-548a-3p	ES-7	3.20721021258347
hsa-miR-3200-3p	ES-7	2.80519922991227
hsa-miR-1471	ES-7	2.80519922991227
hsa-miR-647	ES-7	2.80519922991227
hsa-miR-99b-5p	ES-7	8.15357661425196
hsa-miR-1268a	ES-7	3.42398363248355
hsa-miR-548ah-5p	ES-7	3.5212655633458
hsa-miR-105-5p	ES-7	3.77902750393286
hsa-miR-663a	ES-7	3.08524369760739
hsa-miR-380-3p	ES-7	3.08524369760739
hsa-miR-431-5p	ES-7	6.35506741774859
hsa-miR-484	ES-7	4.50539000694475
hsa-miR-548x-3p	ES-7	3.77902750393286
hsa-miR-448	ES-7	3.77902750393286
hsa-miR-124-3p	ES-7	2.80519922991227
hsa-miR-1275	ES-7	2.95200582260454
hsa-miR-1225-3p	ES-7	3.08524369760739
hsa-miR-382-5p	ES-7	6.77558478014438
hsa-miR-2053	ES-7	2.95200582260454
hsa-miR-1252	ES-7	2.64174364305379
hsa-miR-133b	ES-7	3.31966453353557
hsa-miR-4421	ES-7	3.42398363248355
hsa-miR-590-3p	ES-7	3.08524369760739
hsa-miR-759	ES-7	2.64174364305379
hsa-miR-2117	ES-7	3.20721021258347
hsa-miR-641	ES-7	3.5212655633458
hsa-miR-548ad	ES-7	3.31966453353557
hsa-miR-3690	ES-7	3.31966453353557
hsa-miR-1273a	ES-7	2.95200582260454
hsa-miR-191-5p	ES-7	8.96255250668116
hsa-miR-596	ES-7	3.08524369760739
hsa-miR-301a-3p	ES-7	5.58999392457
hsa-miR-330-3p	ES-7	2.80519922991227
hsa-miR-125b-5p	ES-7	8.2978452584366
hsa-miR-1193	ES-7	4.12691157832081
hsa-miR-106a-5p+hsa-miR-17-5p	ES-7	9.76773852274309
hsa-miR-491-5p	ES-7	2.80519922991227
hsa-miR-1321	ES-7	3.08524369760739
hsa-miR-548t-5p	ES-7	3.5212655633458
hsa-miR-409-3p	ES-7	6.93414320218898
hsa-miR-31-5p	ES-7	3.5212655633458
hsa-miR-525-5p	ES-7	3.31966453353557
hsa-miR-3180	ES-7	3.20721021258347
hsa-miR-1914-5p	ES-7	3.92838712133458
hsa-miR-1243	ES-7	3.20721021258347
hsa-miR-616-3p	ES-7	3.08524369760739
hsa-miR-3185	ES-7	3.6981180700296
hsa-miR-4448	ES-7	3.20721021258347
hsa-miR-941	ES-7	3.20721021258347
hsa-miR-4488	ES-7	3.31966453353557
hsa-miR-25-3p	ES-7	10.1073176450044
hsa-miR-4792	ES-7	3.31966453353557
hsa-miR-1281	ES-7	2.95200582260454
hsa-miR-656	ES-7	4.6414415979829
hsa-miR-605	ES-7	3.5212655633458
hsa-miR-193b-3p	ES-7	3.08524369760739
hsa-miR-143-3p	ES-7	5.91041583201333
hsa-miR-152	ES-7	3.92838712133458
hsa-miR-548al	ES-7	4.98624868781189
hsa-miR-3934	ES-7	3.5212655633458
hsa-miR-1912	ES-7	3.42398363248355
hsa-miR-670	ES-7	2.64174364305379
hsa-miR-449a	ES-7	3.08524369760739
hsa-miR-93-5p	ES-7	10.708077433271
hsa-miR-483-5p	ES-7	3.08524369760739
hsa-miR-769-3p	ES-7	3.42398363248355
hsa-miR-331-3p	ES-7	5.63415993476245
hsa-miR-26b-5p	ES-7	5.75908234935018
hsa-miR-935	ES-7	3.31966453353557
hsa-miR-520b	ES-7	3.61240005063442
hsa-miR-1909-3p	ES-7	1.32041944866439
hsa-miR-891a	ES-7	4.06372419249421
hsa-miR-3614-5p	ES-7	3.61240005063442
hsa-miR-1202	ES-7	3.42398363248355
hsa-miR-564	ES-7	2.24594212467859
hsa-miR-658	ES-7	1.69869883241059
hsa-miR-3180-3p	ES-7	2.24594212467859
hsa-miR-4461	ES-7	2.95200582260454
hsa-miR-675-5p	ES-7	2.24594212467859
hsa-miR-135a-5p	ES-7	3.31966453353557
hsa-miR-22-3p	ES-7	5.01992998438093
hsa-miR-548n	ES-7	3.08524369760739
hsa-miR-300	ES-7	2.45737398240861
hsa-miR-432-5p	ES-7	5.89234478576409
hsa-miR-375	ES-7	3.42398363248355
hsa-miR-151a-3p	ES-7	6.07967091173706
hsa-miR-190a	ES-7	3.5212655633458
hsa-miR-208b	ES-7	2.80519922991227
hsa-miR-433	ES-7	5.34627464405837
hsa-miR-34b-3p	ES-7	2.24594212467859
hsa-miR-1231	ES-7	3.61240005063442
hsa-miR-548s	ES-7	1.99811394559042
hsa-miR-502-3p	ES-7	2.45737398240861
hsa-miR-92b-3p	ES-7	4.76576141892377
hsa-miR-1298	ES-7	2.64174364305379
hsa-miR-876-3p	ES-7	3.77902750393286
hsa-miR-511	ES-7	2.95200582260454
hsa-miR-3131	ES-7	3.08524369760739
hsa-miR-1265	ES-7	3.61240005063442
hsa-miR-140-3p	ES-7	2.24594212467859
hsa-miR-885-3p	ES-7	2.95200582260454
hsa-miR-630	ES-7	3.77902750393286
hsa-miR-613	ES-7	2.64174364305379
hsa-miR-376a-3p	ES-7	8.21666168082547
hsa-miR-381	ES-7	5.75908234935018
hsa-miR-744-5p	ES-7	3.31966453353557
hsa-miR-4741	ES-7	3.20721021258347
hsa-miR-567	ES-7	3.31966453353557
hsa-miR-210	ES-7	4.06372419249421
hsa-miR-329	ES-7	4.91643116986585
hsa-miR-1244	ES-7	3.5212655633458
hsa-miR-569	ES-7	2.64174364305379
hsa-miR-1972	ES-7	3.20721021258347
hsa-miR-551a	ES-7	2.64174364305379
hsa-miR-597	ES-7	3.61240005063442
hsa-miR-519b-5p+hsa-miR-519c-5p	ES-7	3.08524369760739
hsa-miR-654-5p	ES-7	3.85563931655666
hsa-miR-545-3p	ES-7	3.08524369760739
hsa-miR-1245a	ES-7	2.64174364305379
hsa-miR-214-3p	ES-7	4.80492954177218
hsa-miR-18b-5p	ES-7	3.42398363248355
hsa-miR-194-5p	ES-7	4.06372419249421
hsa-miR-3164	ES-7	2.95200582260454
hsa-miR-572	ES-7	2.64174364305379
hsa-miR-760	ES-7	3.08524369760739
hsa-miR-449b-5p	ES-7	3.08524369760739
hsa-miR-632	ES-7	3.08524369760739
hsa-miR-558	ES-7	3.42398363248355
hsa-miR-628-3p	ES-7	3.61240005063442
hsa-miR-491-3p	ES-7	3.77902750393286
hsa-miR-331-5p	ES-7	2.45737398240861
hsa-miR-1180	ES-7	6.28753573132469
hsa-miR-1276	ES-7	1.99811394559042
hsa-miR-499b-3p	ES-7	3.31966453353557
hsa-miR-3123	ES-7	2.24594212467859
hsa-miR-4521	ES-7	3.5212655633458
hsa-miR-1283	ES-7	8.02263393874614
hsa-miR-603	ES-7	2.95200582260454
hsa-miR-1278	ES-7	2.24594212467859
hsa-miR-133a	ES-7	3.20721021258347
hsa-miR-139-5p	ES-7	2.80519922991227
hsa-miR-3144-5p	ES-7	3.31966453353557
hsa-miR-944	ES-7	2.24594212467859
hsa-miR-1269a	ES-7	3.85563931655666
hsa-miR-518e-3p	ES-7	2.80519922991227
hsa-miR-204-5p	ES-7	1.69869883241059
hsa-miR-16-5p	ES-7	9.28346885119595
hsa-miR-186-5p	ES-7	4.55218068703514
hsa-miR-664-3p	ES-7	2.45737398240861
hsa-miR-371a-5p	ES-7	3.42398363248355
hsa-miR-323b-5p	ES-7	2.80519922991227
hsa-miR-617	ES-7	2.45737398240861
hsa-miR-2277-5p	ES-7	2.64174364305379
hsa-miR-147a	ES-7	2.95200582260454
hsa-miR-373-3p	ES-7	2.45737398240861
hsa-miR-639	ES-7	2.45737398240861
hsa-miR-24-3p	ES-7	8.64404970452958
hsa-miR-455-3p	ES-7	3.92838712133458
hsa-miR-423-5p	ES-7	4.59750136458464
hsa-miR-499a-5p	ES-7	2.80519922991227
hsa-miR-548e	ES-7	2.95200582260454
hsa-miR-620	ES-7	3.08524369760739
hsa-miR-610	ES-7	2.95200582260454
hsa-miR-1260b	ES-7	3.61240005063442
hsa-miR-1236	ES-7	3.08524369760739
hsa-miR-4484	ES-7	1.32041944866439
hsa-miR-130a-3p	ES-7	9.84140850312056
hsa-miR-1299	ES-7	3.20721021258347
hsa-miR-324-5p	ES-7	7.33957489644387
hsa-miR-362-5p	ES-7	5.52110139534066
hsa-miR-651	ES-7	2.80519922991227
hsa-miR-645	ES-7	2.95200582260454
hsa-miR-374a-5p	ES-7	9.12031722292608
hsa-miR-125a-3p	ES-7	3.92838712133458
hsa-miR-206	ES-7	3.61240005063442
hsa-miR-424-5p	ES-7	4.80492954177218
hsa-miR-378g	ES-7	3.42398363248355
hsa-miR-377-3p	ES-7	6.7151850543956
hsa-miR-500a-5p+hsa-miR-501-5p	ES-7	3.85563931655666
hsa-miR-1227	ES-7	2.24594212467859
hsa-miR-920	ES-7	2.95200582260454
hsa-miR-517a-3p	ES-7	2.80519922991227
hsa-miR-1469	ES-7	2.80519922991227
hsa-miR-921	ES-7	2.95200582260454
hsa-miR-425-5p	ES-7	4.06372419249421
hsa-miR-374c-5p	ES-7	2.80519922991227
hsa-miR-1296	ES-7	3.77902750393286
hsa-miR-873-5p	ES-7	3.20721021258347
hsa-miR-298	ES-7	3.31966453353557
hsa-miR-365a-3p	ES-7	2.95200582260454
hsa-miR-3161	ES-7	3.42398363248355
hsa-miR-584-5p	ES-7	2.24594212467859
hsa-miR-1224-3p	ES-7	2.24594212467859
hsa-miR-520g	ES-7	3.42398363248355
hsa-miR-103a-3p	ES-7	3.42398363248355
hsa-miR-509-5p	ES-7	3.42398363248355
hsa-miR-148a-3p	ES-7	5.08502159538658
hsa-miR-187-3p	ES-7	3.6981180700296
hsa-miR-1260a	ES-7	7.55016721860519
hsa-miR-15b-5p	ES-7	10.6291181051951
hsa-miR-323a-3p	ES-7	7.00312885281998
hsa-miR-203	ES-7	3.08524369760739
hsa-miR-623	ES-7	1.69869883241059
hsa-miR-611	ES-7	2.24594212467859
hsa-miR-1537	ES-7	4.24554471884782
hsa-miR-1287	ES-7	4.06372419249421
hsa-let-7a-5p	ES-7	12.0468233781712
hsa-miR-609	ES-7	3.08524369760739
hsa-miR-208a	ES-7	1.32041944866439
hsa-miR-296-5p	ES-7	3.61240005063442
hsa-miR-1297	ES-7	3.61240005063442
hsa-miR-875-5p	ES-7	3.31966453353557
hsa-miR-619	ES-7	3.31966453353557
hsa-miR-548ai	ES-7	3.31966453353557
hsa-miR-548y	ES-7	3.6981180700296
hsa-miR-378f	ES-7	2.95200582260454
hsa-miR-98	ES-7	5.7389987538258
hsa-miR-1307-3p	ES-7	3.31966453353557
hsa-miR-637	ES-7	2.24594212467859
hsa-miR-323a-5p	ES-7	2.64174364305379
hsa-miR-1225-5p	ES-7	2.24594212467859
hsa-miR-372	ES-7	2.80519922991227
hsa-miR-509-3p	ES-7	2.95200582260454
hsa-miR-1249	ES-7	2.80519922991227
hsa-miR-1204	ES-7	2.95200582260454
hsa-miR-129-5p	ES-7	3.08524369760739
hsa-miR-1911-5p	ES-7	3.31966453353557
hsa-miR-939	ES-7	2.64174364305379
hsa-miR-520a-5p	ES-7	3.20721021258347
hsa-miR-151b	ES-7	2.80519922991227
hsa-miR-328	ES-7	2.45737398240861
hsa-miR-668	ES-7	2.64174364305379
hsa-miR-299-3p	ES-7	4.684083002605
hsa-miR-1976	ES-7	2.80519922991227
hsa-miR-549	ES-7	3.61240005063442
hsa-miR-498	ES-7	4.6414415979829
hsa-miR-940	ES-7	2.95200582260454
hsa-miR-1322	ES-7	2.95200582260454
hsa-miR-548u	ES-7	2.24594212467859
hsa-miR-500b	ES-7	1.69869883241059
hsa-miR-374b-5p	ES-7	6.99468389957955
hsa-miR-378h	ES-7	3.6981180700296
hsa-miR-30d-5p	ES-7	3.31966453353557
hsa-miR-514b-3p	ES-7	2.80519922991227
hsa-miR-588	ES-7	2.45737398240861
hsa-miR-711	ES-7	2.45737398240861
hsa-miR-642a-5p	ES-7	3.42398363248355
hsa-miR-520f	ES-7	2.45737398240861
hsa-miR-1253	ES-7	4.6414415979829
hsa-miR-628-5p	ES-7	2.45737398240861
hsa-miR-2682-5p	ES-7	3.61240005063442
hsa-miR-559	ES-7	3.42398363248355
hsa-miR-125a-5p	ES-7	9.09880845036889
hsa-miR-501-3p	ES-7	2.64174364305379
hsa-miR-1915-3p	ES-7	3.5212655633458
hsa-miR-555	ES-7	2.80519922991227
hsa-miR-517b-3p	ES-7	2.95200582260454
hsa-miR-455-5p	ES-7	3.08524369760739
hsa-miR-490-3p	ES-7	3.5212655633458
hsa-miR-577	ES-7	4.12691157832081
hsa-miR-629-5p	ES-7	3.61240005063442
hsa-miR-612	ES-7	4.55218068703514
hsa-miR-1273f	ES-7	2.24594212467859
hsa-miR-149-5p	ES-7	5.96330927626694
hsa-miR-4455	ES-7	4.6414415979829
hsa-miR-642b-3p	ES-7	2.24594212467859
hsa-miR-615-3p	ES-7	3.77902750393286
hsa-miR-1913	ES-7	2.45737398240861
hsa-miR-362-3p	ES-7	6.31492889304892
hsa-miR-1282	ES-7	3.08524369760739
hsa-miR-548c-3p	ES-7	2.45737398240861
hsa-miR-10a-5p	ES-7	7.19962563284115
hsa-miR-296-3p	ES-7	3.20721021258347
hsa-miR-324-3p	ES-7	3.20721021258347
hsa-miR-363-3p	ES-7	5.2921695995848
hsa-miR-552	ES-7	3.5212655633458
hsa-miR-325	ES-7	3.20721021258347
hsa-miR-548c-5p	ES-7	3.20721021258347
hsa-miR-548p	ES-7	3.5212655633458
hsa-miR-188-5p	ES-7	4.98624868781189
hsa-miR-297	ES-7	4.3013929224261
hsa-miR-595	ES-7	3.08524369760739
hsa-miR-520a-3p	ES-7	3.31966453353557
hsa-miR-543	ES-7	5.52110139534066
hsa-miR-887	ES-7	2.95200582260454
hsa-miR-92a-3p	ES-7	7.90137706956642
hsa-miR-1273c	ES-7	2.95200582260454
hsa-miR-661	ES-7	2.80519922991227
hsa-miR-649	ES-7	3.20721021258347
hsa-miR-137	ES-7	3.92838712133458
hsa-miR-1270	ES-7	3.6981180700296
hsa-miR-640	ES-7	3.20721021258347
hsa-miR-3154	ES-7	1.32041944866439
hsa-miR-21-5p	ES-7	6.6944765033755
hsa-miR-4451	ES-7	3.08524369760739
hsa-miR-30a-5p	ES-7	1.32041944866439
hsa-miR-429	ES-7	2.45737398240861
hsa-miR-626	ES-7	2.95200582260454
hsa-miR-99a-5p	ES-7	7.13960959253376
hsa-miR-1262	ES-7	2.45737398240861
hsa-miR-299-5p	ES-7	4.98624868781189
hsa-miR-937	ES-7	2.95200582260454
hsa-miR-518d-3p	ES-7	2.95200582260454
hsa-miR-607	ES-7	1.99811394559042
hsa-miR-1247-5p	ES-7	3.42398363248355
hsa-miR-1203	ES-7	2.24594212467859
hsa-miR-138-5p	ES-7	3.31966453353557
hsa-miR-1910	ES-7	3.08524369760739
hsa-miR-570-3p	ES-7	4.84306232532357
hsa-miR-122-5p	ES-7	2.24594212467859
hsa-miR-1306-3p	ES-7	2.80519922991227
hsa-miR-1301	ES-7	3.77902750393286
hsa-miR-891b	ES-7	2.24594212467859
hsa-miR-3676-3p	ES-7	4.50539000694475
hsa-miR-608	ES-7	3.20721021258347
hsa-miR-1292	ES-7	3.31966453353557
hsa-miR-539-5p	ES-7	3.31966453353557
hsa-miR-188-3p	ES-7	3.08524369760739
hsa-miR-205-5p	ES-7	3.42398363248355
hsa-miR-1295a	ES-7	3.31966453353557
hsa-miR-548f	ES-7	3.08524369760739
hsa-miR-3192	ES-7	3.61240005063442
hsa-miR-602	ES-7	2.80519922991227
hsa-miR-1285-3p	ES-7	2.45737398240861
hsa-miR-532-3p	ES-7	3.42398363248355
hsa-miR-663b	ES-7	4.55218068703514
hsa-miR-518f-3p	ES-7	1.99811394559042
hsa-miR-2115-5p	ES-7	3.31966453353557
hsa-miR-326	ES-7	2.80519922991227
hsa-miR-10b-5p	ES-7	7.50331011765908
hsa-miR-29b-3p	ES-7	10.7921050638944
hsa-miR-379-5p	ES-7	5.99752404757535
hsa-miR-548q	ES-7	3.77902750393286
hsa-miR-150-5p	ES-7	8.39088265682194
hsa-miR-190b	ES-7	2.95200582260454
hsa-miR-1207-3p	ES-7	1.99811394559042
hsa-miR-509-3-5p	ES-7	3.08524369760739
hsa-miR-497-5p	ES-7	3.5212655633458
hsa-miR-583	ES-7	2.24594212467859
hsa-miR-1182	ES-7	2.95200582260454
hsa-miR-513c-5p	ES-7	2.45737398240861
hsa-miR-1237	ES-7	2.80519922991227
hsa-miR-454-3p	ES-7	3.31966453353557
hsa-miR-4485	ES-7	3.08524369760739
hsa-miR-892a	ES-8	3.80395759701479
hsa-miR-128	ES-8	6.19894676123753
hsa-miR-627	ES-8	3.34386636227989
hsa-miR-3605-5p	ES-8	3.23119547276641
hsa-miR-562	ES-8	2.47938922630174
hsa-miR-1323	ES-8	3.80395759701479
hsa-miR-938	ES-8	3.44837178980521
hsa-miR-515-3p	ES-8	3.95350818519674
hsa-let-7c	ES-8	7.74020250463684
hsa-miR-195-5p	ES-8	3.88066983648531
hsa-miR-140-5p	ES-8	4.79165316556574
hsa-miR-302b-3p	ES-8	3.54581572964492
hsa-miR-335-5p	ES-8	2.97543207424949
hsa-miR-590-5p	ES-8	6.55547573222822
hsa-miR-1245b-5p	ES-8	4.27101123694027
hsa-miR-337-5p	ES-8	4.62327196930859
hsa-miR-27b-3p	ES-8	6.99570648997683
hsa-miR-302d-3p	ES-8	5.91876719453095
hsa-miR-1238	ES-8	3.80395759701479
hsa-miR-449c-5p	ES-8	3.88066983648531
hsa-miR-29c-3p	ES-8	5.70336417111241
hsa-miR-95	ES-8	6.9159356991682
hsa-miR-1226-3p	ES-8	4.21285599825598
hsa-miR-485-5p	ES-8	3.23119547276641
hsa-miR-892b	ES-8	2.97543207424949
hsa-miR-524-3p	ES-8	2.97543207424949
hsa-miR-581	ES-8	3.10897413746503
hsa-miR-574-5p	ES-8	3.95350818519674
hsa-miR-770-5p	ES-8	3.80395759701479
hsa-miR-3190-5p	ES-8	4.08900200808621
hsa-miR-2277-3p	ES-8	2.97543207424949
hsa-miR-563	ES-8	3.54581572964492
hsa-miR-15a-5p	ES-8	10.7668612617803
hsa-miR-302f	ES-8	3.23119547276641
hsa-miR-197-3p	ES-8	7.41867453214192
hsa-miR-28-3p	ES-8	5.59370246428809
hsa-miR-1205	ES-8	3.72293614185923
hsa-miR-338-5p	ES-8	3.34386636227989
hsa-miR-4458	ES-8	3.72293614185923
hsa-miR-142-5p	ES-8	3.44837178980521
hsa-miR-544a	ES-8	4.0228451617954
hsa-miR-548k	ES-8	4.0228451617954
hsa-miR-450a-5p	ES-8	8.27930490054761
hsa-miR-516a-3p	ES-8	3.10897413746503
hsa-miR-339-3p	ES-8	3.10897413746503
hsa-miR-1257	ES-8	2.47938922630174
hsa-miR-412	ES-8	3.10897413746503
hsa-miR-622	ES-8	3.34386636227989
hsa-miR-218-5p	ES-8	4.83084751671579
hsa-miR-192-5p	ES-8	4.21285599825598
hsa-miR-646	ES-8	3.44837178980521
hsa-miR-129-2-3p	ES-8	4.21285599825598
hsa-miR-1288	ES-8	2.66434223930325
hsa-miR-3175	ES-8	2.47938922630174
hsa-miR-1286	ES-8	4.08900200808621
hsa-miR-132-3p	ES-8	7.3795589888904
hsa-miR-100-5p	ES-8	6.80221244523983
hsa-miR-889	ES-8	3.44837178980521
hsa-miR-802	ES-8	4.21285599825598
hsa-miR-141-3p	ES-8	3.88066983648531
hsa-miR-582-3p	ES-8	3.23119547276641
hsa-miR-1	ES-8	3.54581572964492
hsa-miR-762	ES-8	2.47938922630174
hsa-miR-153	ES-8	2.66434223930325
hsa-miR-922	ES-8	2.97543207424949
hsa-miR-526a+hsa-miR-520c-5p+hsa-miR-518d-5p	ES-8	3.10897413746503
hsa-miR-601	ES-8	3.95350818519674
hsa-miR-2052	ES-8	3.34386636227989
hsa-miR-1251	ES-8	3.44837178980521
hsa-miR-618	ES-8	4.43260935940427
hsa-let-7f-5p	ES-8	6.88833421217318
hsa-miR-198	ES-8	3.10897413746503
hsa-miR-144-3p	ES-8	6.04079063847939
hsa-miR-1258	ES-8	3.44837178980521
hsa-miR-378b	ES-8	2.66434223930325
hsa-miR-410	ES-8	3.88066983648531
hsa-miR-369-5p	ES-8	2.47938922630174
hsa-miR-34c-3p	ES-8	3.23119547276641
hsa-miR-492	ES-8	2.66434223930325
hsa-miR-1179	ES-8	2.66434223930325
hsa-miR-215	ES-8	2.01830497816678
hsa-miR-155-5p	ES-8	6.59015451105209
hsa-miR-766-3p	ES-8	5.04597990198917
hsa-miR-671-5p	ES-8	3.10897413746503
hsa-miR-499a-3p	ES-8	3.10897413746503
hsa-miR-486-3p	ES-8	3.80395759701479
hsa-miR-659-3p	ES-8	3.34386636227989
hsa-miR-503	ES-8	6.98705778426722
hsa-miR-3136-5p	ES-8	2.97543207424949
hsa-miR-1273d	ES-8	4.21285599825598
hsa-miR-127-5p	ES-8	2.82825604016092
hsa-miR-145-5p	ES-8	6.22859902324316
hsa-let-7g-5p	ES-8	10.090422048167
hsa-miR-758	ES-8	3.44837178980521
hsa-miR-548am-3p	ES-8	4.0228451617954
hsa-miR-320a	ES-8	3.34386636227989
hsa-miR-7-5p	ES-8	4.70991770772146
hsa-miR-1825	ES-8	3.44837178980521
hsa-miR-542-3p	ES-8	4.86900515977859
hsa-miR-32-5p	ES-8	7.64994194131993
hsa-miR-485-3p	ES-8	4.08900200808621
hsa-miR-554	ES-8	2.01830497816678
hsa-miR-502-5p	ES-8	3.23119547276641
hsa-miR-493-3p	ES-8	3.54581572964492
hsa-miR-625-5p	ES-8	3.23119547276641
hsa-miR-369-3p	ES-8	2.82825604016092
hsa-miR-367-3p	ES-8	2.97543207424949
hsa-miR-580	ES-8	2.66434223930325
hsa-miR-1183	ES-8	4.15225768855869
hsa-miR-378a-3p+hsa-miR-378i	ES-8	5.07891129480008
hsa-miR-518b	ES-8	3.72293614185923
hsa-miR-578	ES-8	3.34386636227989
hsa-miR-635	ES-8	2.47938922630174
hsa-miR-135b-5p	ES-8	7.24093887644942
hsa-miR-3187-3p	ES-8	2.82825604016092
hsa-miR-557	ES-8	3.23119547276641
hsa-miR-579	ES-8	4.79165316556574
hsa-miR-890	ES-8	2.97543207424949
hsa-miR-515-5p	ES-8	3.72293614185923
hsa-miR-576-3p	ES-8	2.47938922630174
hsa-miR-513a-3p	ES-8	2.26718950783458
hsa-miR-767-5p	ES-8	2.47938922630174
hsa-miR-33a-5p	ES-8	5.45005838195673
hsa-miR-487b	ES-8	3.72293614185923
hsa-miR-934	ES-8	3.10897413746503
hsa-miR-532-5p	ES-8	5.37249075771642
hsa-miR-1908	ES-8	3.34386636227989
hsa-miR-614	ES-8	2.47938922630174
hsa-miR-653	ES-8	3.34386636227989
hsa-miR-1200	ES-8	2.47938922630174
hsa-miR-520c-3p	ES-8	2.82825604016092
hsa-miR-3182	ES-8	2.97543207424949
hsa-miR-337-3p	ES-8	4.70991770772146
hsa-miR-302c-3p	ES-8	2.66434223930325
hsa-miR-409-5p	ES-8	3.34386636227989
hsa-miR-550a-5p	ES-8	2.97543207424949
hsa-let-7d-5p	ES-8	6.40777041722713
hsa-miR-216a	ES-8	2.47938922630174
hsa-miR-1245b-3p	ES-8	3.95350818519674
hsa-miR-548a-5p	ES-8	4.86900515977859
hsa-miR-504	ES-8	5.45005838195673
hsa-miR-888-5p	ES-8	4.43260935940427
hsa-miR-631	ES-8	5.78546137158467
hsa-miR-1272	ES-8	3.44837178980521
hsa-miR-606	ES-8	3.44837178980521
hsa-miR-598	ES-8	6.93404761699608
hsa-miR-1267	ES-8	4.0228451617954
hsa-miR-1284	ES-8	3.34386636227989
hsa-miR-548d-3p	ES-8	4.62327196930859
hsa-miR-4431	ES-8	3.54581572964492
hsa-miR-885-5p	ES-8	3.10897413746503
hsa-miR-142-3p	ES-8	4.08900200808621
hsa-let-7e-5p	ES-8	7.82028632577834
hsa-miR-1290	ES-8	3.34386636227989
hsa-miR-216b	ES-8	3.63709237591579
hsa-miR-548an	ES-8	3.80395759701479
hsa-miR-196a-5p	ES-8	6.10614791238577
hsa-miR-494	ES-8	4.62327196930859
hsa-miR-1233	ES-8	2.82825604016092
hsa-miR-487a	ES-8	3.34386636227989
hsa-miR-512-3p	ES-8	2.66434223930325
hsa-miR-586	ES-8	3.80395759701479
hsa-miR-654-3p	ES-8	3.34386636227989
hsa-miR-450b-3p	ES-8	2.66434223930325
hsa-miR-1305	ES-8	3.44837178980521
hsa-miR-634	ES-8	2.66434223930325
hsa-miR-541-3p	ES-8	2.82825604016092
hsa-miR-1246	ES-8	5.04597990198917
hsa-miR-1248	ES-8	2.97543207424949
hsa-miR-518a-3p	ES-8	2.97543207424949
hsa-miR-1324	ES-8	3.34386636227989
hsa-miR-1185-5p	ES-8	3.54581572964492
hsa-miR-936	ES-8	3.80395759701479
hsa-miR-587	ES-8	4.32691278316427
hsa-miR-217	ES-8	2.97543207424949
hsa-miR-154-5p	ES-8	3.23119547276641
hsa-miR-338-3p	ES-8	3.34386636227989
hsa-miR-370	ES-8	3.80395759701479
hsa-miR-19a-3p	ES-8	9.14325302185986
hsa-miR-106b-5p	ES-8	8.978503004883
hsa-miR-512-5p	ES-8	3.88066983648531
hsa-miR-942	ES-8	3.88066983648531
hsa-miR-767-3p	ES-8	3.23119547276641
hsa-miR-519c-3p	ES-8	3.54581572964492
hsa-miR-576-5p	ES-8	2.66434223930325
hsa-miR-450b-5p	ES-8	5.26212022375669
hsa-miR-1255b-5p	ES-8	3.23119547276641
