"nsc","cell_line","flag_ic50","mean","OK"
756645,"KHOS-312H","=",-5.105130343,"y"
756645,"LS141","=",-5.838631998,"y"
756645,"MES-SA","=",-6.236572006,"y"
756645,"MES-SA Dx5","=",-5.227678293,"y"
756645,"MHM-25","=",-5.809668302,"y"
756645,"MHM-8","=",-5.769551079,"y"
756645,"MPNST",">",-5,"y"
756645,"OHS","=",-6.216096421,"y"
756645,"RD","=",-5.47782364,"y"
756645,"RD-ES","=",-6.197910742,"y"
756645,"Rh18","=",-5.801342913,"y"
756645,"Rh28","=",-5.782516056,"y"
756645,"Rh30","=",-6.097997109,"y"
756645,"Rh36","=",-5.809668302,"y"
756645,"Rh41","=",-5.910094889,"y"
756645,"SAOS-2","=",-5.966576245,"y"
756645,"SJCRH30(RMS 13)","=",-6.124360063,"y"
756645,"SJSA-1","=",-5.552841969,"y"
756645,"SK-ES-1","=",-6.263603498,"y"
756645,"SK-LMS-1","=",-5.424812155,"y"
756645,"SK-N-MC","=",-6.175874166,"y"
756645,"SK-UT-1","=",-5.63638802,"y"
756645,"SK-UT-1B","=",-6.203425667,"y"
756645,"ST8814","=",-5.303643611,"y"
756645,"SW 1353","=",-6.187755303,"y"
756645,"SW 684","=",-5.707743929,"y"
756645,"SW 982","=",-6.149353765,"y"
756645,"SYO-1","=",-6.478861916,"y"
756645,"TC-32","=",-6.443697499,"y"
756645,"TC-71","=",-6.4225082,"y"
756645,"U-2 OS","=",-5.774690718,"y"
756645,"VA-ES-BJ","=",-6.432973634,"y"
756646,"A-204",">",-5,"y"
756646,"A-673",">",-5,"y"
756646,"A549/ATCC",">",-5,"y"
756646,"ASPS-1",">",-5,"y"
756646,"CHA-59",">",-5,"y"
756646,"CHLA-10",">",-5,"y"
756646,"CHLA-25",">",-5,"y"
756646,"CHLA-258",">",-5,"y"
756646,"CHLA-32",">",-5,"y"
756646,"CHLA-9",">",-5,"y"
756646,"CHP-100",">",-5,"y"
756646,"COG-E-352",">",-5,"y"
756646,"DDLS",">",-5,"y"
756646,"ES-1",">",-5,"y"
756646,"ES-2",">",-5,"y"
756646,"ES-3",">",-5,"y"
756646,"ES-4",">",-5,"y"
756646,"ES-6",">",-5,"y"
756646,"ES-7",">",-5,"y"
756646,"ES-8",">",-5,"y"
756646,"EW8",">",-5,"y"
756646,"G-401","=",-5.356547324,"y"
756646,"HOS",">",-5,"y"
756646,"HSSY-II",">",-5,"y"
756646,"HT-1080",">",-5,"y"
756646,"Hs 706.T",">",-5,"y"
756646,"Hs 729",">",-5,"y"
756646,"Hs 913.T",">",-5,"y"
756646,"Hu09","=",-6.844663963,"y"
756646,"KHOS NP",">",-5,"y"
756646,"KHOS-240S",">",-5,"y"
756646,"KHOS-312H",">",-5,"y"
756646,"LS141",">",-5,"y"
756646,"MES-SA",">",-5,"y"
756646,"MES-SA Dx5",">",-5,"y"
756646,"MHM-25",">",-5,"y"
756646,"MHM-8",">",-5,"y"
756646,"MPNST",">",-5,"y"
756646,"OHS",">",-5,"y"
756646,"RD",">",-5,"y"
756646,"RD-ES",">",-5,"y"
756646,"Rh18","=",-6.490797478,"y"
756646,"Rh28",">",-5,"y"
756646,"Rh28 PX11/LPAM",">",-5,"y"
756646,"Rh30",">",-5,"y"
756646,"Rh36",">",-5,"y"
756646,"Rh41",">",-5,"y"
756646,"SAOS-2",">",-5,"y"
756646,"SJCRH30(RMS 13)",">",-5,"y"
756646,"SJSA-1",">",-5,"y"
756646,"SK-ES-1",">",-5,"y"
756646,"SK-LMS-1",">",-5,"y"
756646,"SK-N-MC",">",-5,"y"
756646,"SK-UT-1",">",-5,"y"
756646,"SK-UT-1B",">",-5,"y"
756646,"ST8814",">",-5,"y"
756646,"SW 1353",">",-5,"y"
756646,"SW 684",">",-5,"y"
756646,"SW 982",">",-5,"y"
756646,"SYO-1",">",-5,"y"
756646,"TC-32",">",-5,"y"
756646,"TC-71",">",-5,"y"
756646,"U-2 OS",">",-5,"y"
756646,"VA-ES-BJ",">",-5,"y"
756647,"A-204","=",-8.168130226,"y"
756647,"A-673","<",-8.818156412,"y"
756647,"A549/ATCC",">",-5,"y"
756647,"ASPS-1",">",-5,"y"
756647,"CHA-59","=",-5.060480747,"y"
756647,"CHLA-10","=",-5.987162775,"y"
756647,"CHLA-25",">",-5,"y"
756647,"CHLA-258","=",-5,"y"
756647,"CHLA-32","=",-5.991399828,"y"
756647,"CHLA-9","=",-5.659555885,"y"
756647,"CHP-100",">",-5,"y"
756647,"COG-E-352","=",-5.494850022,"y"
756647,"DDLS","=",-5.301899454,"y"
756647,"ES-1","=",-5.8569852,"y"
756647,"ES-2","=",-5.928117993,"y"
756647,"ES-3","=",-6.785156152,"y"
756647,"ES-4","=",-5.779891912,"y"
756647,"ES-6","=",-5.474955193,"y"
756647,"ES-7",">",-5,"y"
756647,"ES-8",">",-5,"y"
756647,"EW8","=",-6.250263684,"y"
756647,"G-401",">",-5,"y"
756647,"HOS",">",-5,"y"
756647,"HSSY-II",">",-5,"y"
756647,"HT-1080",">",-5,"y"
756647,"Hs 706.T",">",-5,"y"
756647,"Hs 729",">",-5,"y"
756647,"Hs 913.T","=",-5.279840697,"y"
756647,"Hu09",">",-5,"y"
756647,"KHOS NP",">",-5,"y"
756647,"KHOS-240S",">",-5,"y"
756647,"KHOS-312H",">",-5,"y"
756647,"LS141","=",-5.228412519,"y"
756647,"MES-SA",">",-5,"y"
756647,"MES-SA Dx5","=",-5.542118103,"y"
756647,"MHM-25","=",-5.521433504,"y"
756647,"MHM-8","=",-5.317854924,"y"
756647,"MPNST","=",-6.07109231,"y"
756647,"OHS",">",-5,"y"
756647,"RD",">",-5,"y"
756647,"RD-ES",">",-5,"y"
756647,"Rh18",">",-5,"y"
756647,"Rh28",">",-5,"y"
756647,"Rh28 PX11/LPAM","=",-5.031050319,"y"
756647,"Rh30",">",-5,"y"
756647,"Rh36",">",-5,"y"
756647,"Rh41",">",-5,"y"
756647,"SAOS-2",">",-5,"y"
756647,"SJCRH30(RMS 13)","=",-5.172630727,"y"
756647,"SJSA-1","=",-5.159893906,"y"
756647,"SK-ES-1","=",-6.139063379,"y"
756647,"SK-LMS-1",">",-5,"y"
756647,"SK-N-MC","=",-6.151810883,"y"
756647,"SK-UT-1",">",-5,"y"
756647,"SK-UT-1B","=",-6.100726813,"y"
756647,"ST8814","=",-5.804100348,"y"
756647,"SW 1353",">",-5,"y"
756647,"SW 684","=",-6.328827157,"y"
756647,"SW 982",">",-5,"y"
756647,"SYO-1","=",-6.189767482,"y"
756647,"TC-32","=",-6.003488328,"y"
756647,"TC-71","=",-5.835647144,"y"
756647,"U-2 OS",">",-5,"y"
756647,"VA-ES-BJ",">",-5,"y"
756648,"A-204",">",-5,"y"
756648,"A-673",">",-5,"y"
756648,"A549/ATCC",">",-5,"y"
756648,"ASPS-1",">",-5,"y"
756648,"CHA-59",">",-5,"y"
756648,"CHLA-10",">",-5,"y"
756648,"CHLA-25",">",-5,"y"
756648,"CHLA-258",">",-5,"y"
756648,"CHLA-32",">",-5,"y"
756648,"CHLA-9",">",-5,"y"
756648,"CHP-100",">",-5,"y"
756648,"COG-E-352",">",-5,"y"
756648,"DDLS",">",-5,"y"
756648,"ES-1",">",-5,"y"
756648,"ES-2",">",-5,"y"
756648,"ES-3",">",-5,"y"
756648,"ES-4",">",-5,"y"
756648,"ES-6",">",-5,"y"
756648,"ES-7",">",-5,"y"
756648,"ES-8",">",-5,"y"
756648,"EW8",">",-5,"y"
756648,"G-401","=",-5.173925197,"y"
756648,"HOS",">",-5,"y"
756648,"HSSY-II","=",-5.152427341,"y"
756648,"HT-1080",">",-5,"y"
756648,"Hs 706.T","=",-5.163043263,"y"
756648,"Hs 729",">",-5,"y"
756648,"Hs 913.T",">",-5,"y"
756648,"Hu09",">",-5,"y"
756648,"KHOS NP",">",-5,"y"
756648,"KHOS-240S",">",-5,"y"
756648,"KHOS-312H",">",-5,"y"
756648,"LS141",">",-5,"y"
756648,"MES-SA",">",-5,"y"
756648,"MES-SA Dx5",">",-5,"y"
756648,"MHM-25",">",-5,"y"
756648,"MHM-8",">",-5,"y"
756648,"MPNST",">",-5,"y"
756648,"OHS",">",-5,"y"
756648,"RD",">",-5,"y"
756648,"RD-ES",">",-5,"y"
756648,"Rh18",">",-5,"y"
756648,"Rh28",">",-5,"y"
756648,"Rh28 PX11/LPAM","=",-5.245651664,"y"
756648,"Rh30",">",-5,"y"
756648,"Rh36",">",-5,"y"
756648,"Rh41","=",-5.111820506,"y"
756648,"SAOS-2",">",-5,"y"
756648,"SJCRH30(RMS 13)",">",-5,"y"
756648,"SJSA-1",">",-5,"y"
756648,"SK-ES-1","=",-5.063486258,"y"
756648,"SK-LMS-1",">",-5,"y"
756648,"SK-N-MC",">",-5,"y"
756648,"SK-UT-1",">",-5,"y"
756648,"SK-UT-1B","=",-5.293282218,"y"
756648,"ST8814",">",-5,"y"
756648,"SW 1353",">",-5,"y"
756648,"SW 684",">",-5,"y"
756648,"SW 982","=",-5.016824928,"y"
756648,"SYO-1","=",-5.462180905,"y"
756648,"TC-32",">",-5,"y"
756648,"TC-71",">",-5,"y"
756648,"U-2 OS",">",-5,"y"
756648,"VA-ES-BJ",">",-5,"y"
756649,"A-204",">",-5,"y"
756649,"A-673",">",-5,"y"
756649,"A549/ATCC",">",-5,"y"
756649,"ASPS-1",">",-5,"y"
756649,"CHA-59",">",-5,"y"
756649,"CHLA-10",">",-5,"y"
756649,"CHLA-25",">",-5,"y"
756649,"CHLA-258",">",-5,"y"
756649,"CHLA-32",">",-5,"y"
756649,"CHLA-9",">",-5,"y"
756649,"CHP-100",">",-5,"y"
756649,"COG-E-352",">",-5,"y"
756649,"DDLS",">",-5,"y"
756649,"ES-1",">",-5,"y"
756649,"ES-2",">",-5,"y"
756649,"ES-3",">",-5,"y"
756649,"ES-4",">",-5,"y"
756649,"ES-6",">",-5,"y"
756649,"ES-7",">",-5,"y"
756649,"ES-8",">",-5,"y"
756649,"EW8",">",-5,"y"
756649,"G-401",">",-5,"y"
756649,"HOS",">",-5,"y"
756649,"HSSY-II",">",-5,"y"
756649,"HT-1080",">",-5,"y"
756649,"Hs 706.T",">",-5,"y"
756649,"Hs 729",">",-5,"y"
756649,"Hs 913.T","<",-8.818156412,"y"
756649,"Hu09",">",-5,"y"
756649,"KHOS NP",">",-5,"y"
756649,"KHOS-240S",">",-5,"y"
756649,"KHOS-312H",">",-5,"y"
756649,"LS141",">",-5,"y"
756649,"MES-SA",">",-5,"y"
756649,"MES-SA Dx5",">",-5,"y"
756649,"MHM-25",">",-5,"y"
756649,"MHM-8",">",-5,"y"
756649,"MPNST",">",-5,"y"
756649,"OHS",">",-5,"y"
756649,"RD",">",-5,"y"
756649,"RD-ES",">",-5,"y"
756649,"Rh18",">",-5,"y"
756649,"Rh28",">",-5,"y"
756649,"Rh28 PX11/LPAM",">",-5,"y"
756649,"Rh30",">",-5,"y"
756649,"Rh36",">",-5,"y"
756649,"Rh41",">",-5,"y"
756649,"SAOS-2",">",-5,"y"
756649,"SJCRH30(RMS 13)",">",-5,"y"
756649,"SJSA-1",">",-5,"y"
756649,"SK-ES-1",">",-5,"y"
756649,"SK-LMS-1",">",-5,"y"
756649,"SK-N-MC",">",-5,"y"
756649,"SK-UT-1",">",-5,"y"
756649,"SK-UT-1B",">",-5,"y"
756649,"ST8814",">",-5,"y"
756649,"SW 1353",">",-5,"y"
756649,"SW 684",">",-5,"y"
756649,"SW 982","=",-5.048176965,"y"
756649,"SYO-1",">",-5,"y"
756649,"TC-32",">",-5,"y"
756649,"TC-71",">",-5,"y"
756649,"U-2 OS",">",-5,"y"
756649,"VA-ES-BJ",">",-5,"y"
756650,"A-204",">",-5,"y"
756650,"A-673",">",-5,"y"
756650,"A549/ATCC",">",-5,"y"
756650,"ASPS-1",">",-5,"y"
756650,"CHA-59",">",-5,"y"
756650,"CHLA-10",">",-5,"y"
756650,"CHLA-25",">",-5,"y"
756650,"CHLA-258",">",-5,"y"
756650,"CHLA-32",">",-5,"y"
756650,"CHLA-9",">",-5,"y"
756650,"CHP-100",">",-5,"y"
756650,"COG-E-352",">",-5,"y"
756650,"DDLS",">",-5,"y"
756650,"ES-1",">",-5,"y"
756650,"ES-2",">",-5,"y"
756650,"ES-3",">",-5,"y"
756650,"ES-4",">",-5,"y"
756650,"ES-6",">",-5,"y"
756650,"ES-7",">",-5,"y"
756650,"ES-8","<",-8.818156412,"y"
756650,"EW8",">",-5,"y"
756650,"G-401",">",-5,"y"
756650,"HOS",">",-5,"y"
756650,"HSSY-II",">",-5,"y"
756650,"HT-1080",">",-5,"y"
756650,"Hs 706.T",">",-5,"y"
756650,"Hs 729",">",-5,"y"
756650,"Hs 913.T","<",-8.818156412,"y"
756650,"Hu09","<",-8.818156412,"y"
756650,"KHOS NP",">",-5,"y"
756650,"KHOS-240S",">",-5,"y"
756650,"KHOS-312H",">",-5,"y"
756650,"LS141",">",-5,"y"
756650,"MES-SA",">",-5,"y"
756650,"MES-SA Dx5",">",-5,"y"
756650,"MHM-25",">",-5,"y"
756650,"MHM-8",">",-5,"y"
756650,"MPNST",">",-5,"y"
756650,"OHS",">",-5,"y"
756650,"RD",">",-5,"y"
756650,"RD-ES",">",-5,"y"
756650,"Rh18",">",-5,"y"
756650,"Rh28",">",-5,"y"
756650,"Rh30",">",-5,"y"
756650,"Rh36",">",-5,"y"
756650,"Rh41",">",-5,"y"
756650,"SAOS-2",">",-5,"y"
756650,"SJCRH30(RMS 13)",">",-5,"y"
756650,"SJSA-1",">",-5,"y"
756650,"SK-ES-1",">",-5,"y"
756650,"SK-LMS-1",">",-5,"y"
756650,"SK-N-MC",">",-5,"y"
756650,"SK-UT-1",">",-5,"y"
756650,"SK-UT-1B",">",-5,"y"
756650,"ST8814",">",-5,"y"
756650,"SW 1353",">",-5,"y"
756650,"SW 684",">",-5,"y"
756650,"SW 982",">",-5,"y"
756650,"SYO-1",">",-5,"y"
756650,"TC-32","<",-8.818156412,"y"
756650,"TC-71",">",-5,"y"
756650,"U-2 OS",">",-5,"y"
756650,"VA-ES-BJ",">",-5,"y"
756651,"A-204",">",-5,"y"
756651,"A-673",">",-5,"y"
756651,"A549/ATCC",">",-5,"y"
756651,"ASPS-1",">",-5,"y"
756651,"CHA-59",">",-5,"y"
756651,"CHLA-10",">",-5,"y"
756651,"CHLA-25",">",-5,"y"
756651,"CHLA-258",">",-5,"y"
756651,"CHLA-32",">",-5,"y"
756651,"CHLA-9",">",-5,"y"
756651,"CHP-100",">",-5,"y"
756651,"COG-E-352",">",-5,"y"
756651,"DDLS",">",-5,"y"
756651,"ES-1",">",-5,"y"
756651,"ES-2",">",-5,"y"
756651,"ES-3",">",-5,"y"
756651,"ES-4",">",-5,"y"
756651,"ES-6",">",-5,"y"
756651,"ES-7",">",-5,"y"
756651,"ES-8",">",-5,"y"
756651,"EW8",">",-5,"y"
756651,"G-401",">",-5,"y"
756651,"HOS",">",-5,"y"
756651,"HSSY-II",">",-5,"y"
756651,"HT-1080",">",-5,"y"
756651,"Hs 706.T",">",-5,"y"
756651,"Hs 729",">",-5,"y"
756651,"Hs 913.T",">",-5,"y"
756651,"Hu09",">",-5,"y"
756651,"KHOS NP",">",-5,"y"
756651,"KHOS-240S",">",-5,"y"
756651,"KHOS-312H",">",-5,"y"
756651,"LS141",">",-5,"y"
756651,"MES-SA",">",-5,"y"
756651,"MES-SA Dx5",">",-5,"y"
756651,"MHM-25",">",-5,"y"
756651,"MHM-8",">",-5,"y"
756651,"MPNST",">",-5,"y"
756651,"OHS",">",-5,"y"
756651,"RD",">",-5,"y"
756651,"RD-ES",">",-5,"y"
756651,"Rh18",">",-5,"y"
756651,"Rh28",">",-5,"y"
756651,"Rh28 PX11/LPAM",">",-5,"y"
756651,"Rh30",">",-5,"y"
756651,"Rh36",">",-5,"y"
756651,"Rh41",">",-5,"y"
756651,"SAOS-2",">",-5,"y"
756651,"SJCRH30(RMS 13)",">",-5,"y"
756651,"SJSA-1",">",-5,"y"
756651,"SK-ES-1",">",-5,"y"
756651,"SK-LMS-1",">",-5,"y"
756651,"SK-N-MC",">",-5,"y"
756651,"SK-UT-1",">",-5,"y"
756651,"SK-UT-1B",">",-5,"y"
756651,"ST8814",">",-5,"y"
756651,"SW 1353",">",-5,"y"
756651,"SW 684",">",-5,"y"
756651,"SW 982",">",-5,"y"
756651,"SYO-1",">",-5,"y"
756651,"TC-32",">",-5,"y"
756651,"TC-71",">",-5,"y"
756651,"U-2 OS",">",-5,"y"
756651,"VA-ES-BJ",">",-5,"y"
756652,"A-204","=",-5.401209493,"y"
756652,"A-673","<",-8.818156412,"y"
756652,"A549/ATCC",">",-5,"y"
756652,"ASPS-1",">",-5,"y"
756652,"CHA-59","=",-6.133712661,"y"
756652,"CHLA-10","=",-5.832682665,"y"
756652,"CHLA-25","=",-6.406713933,"y"
756652,"CHLA-258","=",-6.628932138,"y"
756652,"CHLA-32",">",-5,"y"
756652,"CHLA-9","=",-6.823908741,"y"
756652,"CHP-100",">",-5,"y"
756652,"COG-E-352","=",-7.087777943,"y"
756652,"DDLS",">",-5,"y"
756652,"ES-1","=",-7.684029655,"y"
756652,"ES-2","=",-6.447331784,"y"
756652,"ES-3","=",-7.358525889,"y"
756652,"ES-4","=",-5.747146969,"y"
756652,"ES-6","=",-6.906578315,"y"
756652,"ES-7",">",-5,"y"
756652,"ES-8",">",-5,"y"
756652,"EW8","=",-7.754487332,"y"
756652,"G-401","=",-6.337242168,"y"
756652,"HOS","=",-5.08249449,"y"
756652,"HSSY-II","=",-6.735182177,"y"
756652,"HT-1080",">",-5,"y"
756652,"Hs 706.T","=",-5.059483515,"y"
756652,"Hs 729",">",-5,"y"
756652,"Hs 913.T",">",-5,"y"
756652,"Hu09",">",-5,"y"
756652,"KHOS NP",">",-5,"y"
756652,"KHOS-240S",">",-5,"y"
756652,"KHOS-312H",">",-5,"y"
756652,"LS141",">",-5,"y"
756652,"MES-SA",">",-5,"y"
756652,"MES-SA Dx5",">",-5,"y"
756652,"MHM-25","=",-6.078313525,"y"
756652,"MHM-8",">",-5,"y"
756652,"MPNST",">",-5,"y"
756652,"OHS","=",-7.199970641,"y"
756652,"RD",">",-5,"y"
756652,"RD-ES","=",-7.029653124,"y"
756652,"Rh18",">",-5,"y"
756652,"Rh28","=",-6.782516056,"y"
756652,"Rh28 PX11/LPAM","=",-7.049148541,"y"
756652,"Rh30","=",-6.091514981,"y"
756652,"Rh36","=",-6.058488567,"y"
756652,"Rh41","=",-7.37675071,"y"
756652,"SAOS-2","=",-6.245651664,"y"
756652,"SJCRH30(RMS 13)","=",-7.005682847,"y"
756652,"SJSA-1",">",-5,"y"
756652,"SK-ES-1","=",-7.122628654,"y"
756652,"SK-LMS-1",">",-5,"y"
756652,"SK-N-MC","=",-6.88941029,"y"
756652,"SK-UT-1",">",-5,"y"
756652,"SK-UT-1B","=",-5.119186408,"y"
756652,"ST8814",">",-5,"y"
756652,"SW 1353","=",-5.15490196,"y"
756652,"SW 684",">",-5,"y"
756652,"SW 982","=",-5.8569852,"y"
756652,"SYO-1","=",-5.156767222,"y"
756652,"TC-32","=",-6.970616222,"y"
756652,"TC-71","=",-7.826813732,"y"
756652,"U-2 OS",">",-5,"y"
756652,"VA-ES-BJ",">",-5,"y"
756653,"A-204",">",-5,"y"
756653,"A-673",">",-5,"y"
756653,"A549/ATCC",">",-5,"y"
756653,"ASPS-1",">",-5,"y"
756653,"CHA-59",">",-5,"y"
756653,"CHLA-10",">",-5,"y"
756653,"CHLA-25",">",-5,"y"
756653,"CHLA-258",">",-5,"y"
756653,"CHLA-32",">",-5,"y"
756653,"CHLA-9",">",-5,"y"
756653,"CHP-100",">",-5,"y"
756653,"COG-E-352",">",-5,"y"
756653,"DDLS",">",-5,"y"
756653,"ES-1",">",-5,"y"
756653,"ES-2",">",-5,"y"
756653,"ES-3",">",-5,"y"
756653,"ES-4",">",-5,"y"
756653,"ES-6",">",-5,"y"
756653,"ES-7",">",-5,"y"
756653,"ES-8",">",-5,"y"
756653,"EW8",">",-5,"y"
756653,"G-401",">",-5,"y"
756653,"HOS",">",-5,"y"
756653,"HSSY-II",">",-5,"y"
756653,"HT-1080",">",-5,"y"
756653,"Hs 706.T",">",-5,"y"
756653,"Hs 729",">",-5,"y"
756653,"Hs 913.T",">",-5,"y"
756653,"Hu09",">",-5,"y"
756653,"KHOS NP",">",-5,"y"
756653,"KHOS-240S",">",-5,"y"
756653,"KHOS-312H",">",-5,"y"
756653,"LS141",">",-5,"y"
756653,"MES-SA",">",-5,"y"
756653,"MES-SA Dx5",">",-5,"y"
756653,"MHM-25",">",-5,"y"
756653,"MHM-8",">",-5,"y"
756653,"MPNST",">",-5,"y"
756653,"OHS",">",-5,"y"
756653,"RD",">",-5,"y"
756653,"RD-ES",">",-5,"y"
756653,"Rh18",">",-5,"y"
756653,"Rh28",">",-5,"y"
756653,"Rh28 PX11/LPAM",">",-5,"y"
756653,"Rh30",">",-5,"y"
756653,"Rh36",">",-5,"y"
756653,"Rh41",">",-5,"y"
756653,"SAOS-2",">",-5,"y"
756653,"SJCRH30(RMS 13)",">",-5,"y"
756653,"SJSA-1",">",-5,"y"
756653,"SK-ES-1",">",-5,"y"
756653,"SK-LMS-1",">",-5,"y"
756653,"SK-N-MC",">",-5,"y"
756653,"SK-UT-1",">",-5,"y"
756653,"SK-UT-1B",">",-5,"y"
756653,"ST8814",">",-5,"y"
756653,"SW 1353",">",-5,"y"
756653,"SW 684",">",-5,"y"
756653,"SW 982",">",-5,"y"
756653,"SYO-1",">",-5,"y"
756653,"TC-32",">",-5,"y"
756653,"TC-71","=",-5.201349355,"y"
756653,"U-2 OS",">",-5,"y"
756653,"VA-ES-BJ",">",-5,"y"
756654,"A-204","=",-6.310691141,"y"
756654,"A-673","<",-8.818156412,"y"
756654,"A549/ATCC",">",-5,"y"
756654,"ASPS-1",">",-5,"y"
756654,"CHA-59",">",-5,"y"
756654,"CHLA-10",">",-5,"y"
756654,"CHLA-25",">",-5,"y"
756654,"CHLA-258",">",-5,"y"
756654,"CHLA-32",">",-5,"y"
756654,"CHLA-9",">",-5,"y"
756654,"CHP-100",">",-5,"y"
756654,"COG-E-352",">",-5,"y"
756654,"DDLS",">",-5,"y"
756654,"ES-1",">",-5,"y"
756654,"ES-2",">",-5,"y"
756654,"ES-3",">",-5,"y"
756654,"ES-4",">",-5,"y"
756654,"ES-6",">",-5,"y"
756654,"ES-7",">",-5,"y"
756654,"ES-8",">",-5,"y"
756654,"EW8",">",-5,"y"
756654,"G-401",">",-5,"y"
756654,"HOS",">",-5,"y"
756654,"HSSY-II",">",-5,"y"
756654,"HT-1080",">",-5,"y"
756654,"Hs 706.T",">",-5,"y"
756654,"Hs 729",">",-5,"y"
756654,"Hs 913.T",">",-5,"y"
756654,"Hu09",">",-5,"y"
756654,"KHOS NP",">",-5,"y"
756654,"KHOS-240S",">",-5,"y"
756654,"KHOS-312H",">",-5,"y"
756654,"LS141",">",-5,"y"
756654,"MES-SA",">",-5,"y"
756654,"MES-SA Dx5",">",-5,"y"
756654,"MHM-25",">",-5,"y"
756654,"MHM-8",">",-5,"y"
756654,"MPNST",">",-5,"y"
756654,"OHS",">",-5,"y"
756654,"RD",">",-5,"y"
756654,"RD-ES",">",-5,"y"
756654,"Rh18",">",-5,"y"
756654,"Rh28",">",-5,"y"
756654,"Rh28 PX11/LPAM",">",-5,"y"
756654,"Rh30",">",-5,"y"
756654,"Rh36",">",-5,"y"
756654,"Rh41",">",-5,"y"
756654,"SAOS-2",">",-5,"y"
756654,"SJCRH30(RMS 13)",">",-5,"y"
756654,"SJSA-1",">",-5,"y"
756654,"SK-ES-1",">",-5,"y"
756654,"SK-LMS-1",">",-5,"y"
756654,"SK-N-MC",">",-5,"y"
756654,"SK-UT-1",">",-5,"y"
756654,"SK-UT-1B","=",-5.452225295,"y"
756654,"ST8814",">",-5,"y"
756654,"SW 1353",">",-5,"y"
756654,"SW 684",">",-5,"y"
756654,"SW 982",">",-5,"y"
756654,"SYO-1",">",-5,"y"
756654,"TC-32",">",-5,"y"
756654,"TC-71",">",-5,"y"
756654,"U-2 OS",">",-5,"y"
756654,"VA-ES-BJ",">",-5,"y"
756656,"A-204","=",-7.730487056,"y"
756656,"A-673","<",-8.818156412,"y"
756656,"A549/ATCC",">",-5,"y"
756656,"ASPS-1",">",-5,"y"
756656,"CHA-59","=",-6.018181393,"y"
756656,"CHLA-10","=",-6.675717545,"y"
756656,"CHLA-25","=",-5.106238238,"y"
756656,"CHLA-258","=",-6.170696227,"y"
756656,"CHLA-32",">",-5,"y"
756656,"CHLA-9","=",-6.528708289,"y"
756656,"CHP-100",">",-5,"y"
756656,"COG-E-352","=",-7.790484985,"y"
756656,"DDLS",">",-5,"y"
756656,"ES-1","=",-6.015922966,"y"
756656,"ES-2","=",-5.22475374,"y"
756656,"ES-3","=",-6.407823243,"y"
756656,"ES-4","=",-5.580044252,"y"
756656,"ES-6","=",-5.374687549,"y"
756656,"ES-7","=",-5.133122186,"y"
756656,"ES-8",">",-5,"y"
756656,"EW8","=",-6.707743929,"y"
756656,"G-401","=",-5.946921557,"y"
756656,"HOS","=",-5.266802735,"y"
756656,"HSSY-II","=",-7.253365801,"y"
756656,"HT-1080",">",-5,"y"
756656,"Hs 706.T","=",-5.174573882,"y"
756656,"Hs 729",">",-5,"y"
756656,"Hs 913.T",">",-5,"y"
756656,"Hu09","=",-6.428291168,"y"
756656,"KHOS NP",">",-5,"y"
756656,"KHOS-240S",">",-5,"y"
756656,"KHOS-312H",">",-5,"y"
756656,"LS141",">",-5,"y"
756656,"MES-SA","=",-5.335358024,"y"
756656,"MES-SA Dx5","=",-5.341035157,"y"
756656,"MHM-25",">",-5,"y"
756656,"MHM-8",">",-5,"y"
756656,"MPNST",">",-5,"y"
756656,"OHS","=",-6.886056648,"y"
756656,"RD",">",-5,"y"
756656,"RD-ES","=",-5.826813732,"y"
756656,"Rh18",">",-5,"y"
756656,"Rh28","=",-5.93930216,"y"
756656,"Rh28 PX11/LPAM","=",-6.899629455,"y"
756656,"Rh30","=",-5.132532512,"y"
756656,"Rh36","=",-5.749579998,"y"
756656,"Rh41","=",-6.742321425,"y"
756656,"SAOS-2","=",-5.607303047,"y"
756656,"SJCRH30(RMS 13)","=",-6.027334408,"y"
756656,"SJSA-1",">",-5,"y"
756656,"SK-ES-1","=",-6.1123827,"y"
756656,"SK-LMS-1",">",-5,"y"
756656,"SK-N-MC","=",-5.91721463,"y"
756656,"SK-UT-1",">",-5,"y"
756656,"SK-UT-1B","=",-6.744727495,"y"
756656,"ST8814",">",-5,"y"
756656,"SW 1353","=",-5.434152181,"y"
756656,"SW 684","=",-5.310691141,"y"
756656,"SW 982","=",-5.296708622,"y"
756656,"SYO-1","=",-5.59345982,"y"
756656,"TC-32","=",-6.116906641,"y"
756656,"TC-71","=",-6.511449283,"y"
756656,"U-2 OS",">",-5,"y"
756656,"VA-ES-BJ","=",-5.943095149,"y"
756657,"A-204","=",-5.46470588,"y"
756657,"A-673","=",-5.640164518,"y"
756657,"A549/ATCC","=",-5.32661905725,"y"
756657,"A549/ATCC",">",-5,"no"
756657,"ASPS-1","=",-5.428291168,"y"
756657,"CHA-59","=",-5.360513511,"y"
756657,"CHLA-10","=",-5.359518563,"y"
756657,"CHLA-25","=",-5.316952962,"y"
756657,"CHLA-258",">",-5,"y"
756657,"CHLA-32",">",-5,"y"
756657,"CHLA-9","=",-5.612610174,"y"
756657,"CHP-100","=",-5.815308569,"y"
756657,"COG-E-352","=",-6.109020403,"y"
756657,"DDLS","=",-5.346787486,"y"
756657,"ES-1","=",-7.045275209,"y"
756657,"ES-2","=",-6.375717904,"y"
