id,nsc,highest_tested_concentration,cell_line
23080,761692,1.00E-05,Rh28 PX11/LPAM
23081,761692,1.00E-05,Rh30
23082,761692,1.00E-05,Rh36
23083,761692,1.00E-05,Rh41
23084,761692,1.00E-05,SAOS-2
23085,761692,1.00E-05,SJCRH30(RMS 13)
23086,761692,1.00E-05,SJSA-1
23087,761692,1.00E-05,SK-ES-1
23088,761692,1.00E-05,SK-LMS-1
23089,761692,1.00E-05,SK-N-MC
23090,761692,1.00E-05,SK-UT-1
23091,761692,1.00E-05,SK-UT-1B
23092,761692,1.00E-05,ST8814
23093,761692,1.00E-05,SW 1353
23094,761692,1.00E-05,SW 684
23095,761692,1.00E-05,SW 982
23096,761692,1.00E-05,SYO-1
23097,761692,1.00E-05,TC-32
23098,761692,1.00E-05,TC-71
23099,761692,1.00E-05,U-2 OS
23100,761692,1.00E-05,VA-ES-BJ
23101,761693,1.00E-05,A-204
23102,761693,1.00E-05,A549/ATCC
23103,761693,1.00E-05,A549/ATCC
23104,761693,1.00E-05,A549/ATCC
23105,761693,1.00E-05,A549/ATCC
23106,761693,1.00E-05,A549/ATCC
23107,761693,1.00E-05,A549/ATCC
23108,761693,1.00E-05,A-673
23109,761693,1.00E-05,ASPS-1
23110,761693,1.00E-05,CHA-59
23111,761693,1.00E-05,CHLA-10
23112,761693,1.00E-05,CHLA-25
23113,761693,1.00E-05,CHLA-258
23114,761693,1.00E-05,CHLA-32
23115,761693,1.00E-05,CHLA-9
23116,761693,1.00E-05,CHP-100
23117,761693,1.00E-05,COG-E-352
23118,761693,1.00E-05,DDLS
23119,761693,1.00E-05,ES-1
23120,761693,1.00E-05,ES-2
23121,761693,1.00E-05,ES-3
23122,761693,1.00E-05,ES-4
23123,761693,1.00E-05,ES-6
23124,761693,1.00E-05,ES-7
23125,761693,1.00E-05,ES-8
23126,761693,1.00E-05,EW8
23127,761693,1.00E-05,G-401
23128,761693,1.00E-05,HOS
23129,761693,1.00E-05,Hs 706.T
23130,761693,1.00E-05,Hs 729
23131,761693,1.00E-05,Hs 913.T
23132,761693,1.00E-05,HSSY-II
23133,761693,1.00E-05,HT-1080
23134,761693,1.00E-05,Hu09
23135,761693,1.00E-05,KHOS-240S
23136,761693,1.00E-05,KHOS-312H
23137,761693,1.00E-05,KHOS NP
23138,761693,1.00E-05,LS141
23139,761693,1.00E-05,MES-SA
23140,761693,1.00E-05,MES-SA Dx5
23141,761693,1.00E-05,MHM-25
23142,761693,1.00E-05,MHM-8
23143,761693,1.00E-05,MPNST
23144,761693,1.00E-05,OHS
23145,761693,1.00E-05,RD
23146,761693,1.00E-05,RD-ES
23147,761693,1.00E-05,Rh18
23148,761693,1.00E-05,Rh28
23149,761693,1.00E-05,Rh28 PX11/LPAM
23150,761693,1.00E-05,Rh30
23151,761693,1.00E-05,Rh36
23152,761693,1.00E-05,Rh41
23153,761693,1.00E-05,SAOS-2
23154,761693,1.00E-05,SJCRH30(RMS 13)
23155,761693,1.00E-05,SJSA-1
23156,761693,1.00E-05,SK-ES-1
23157,761693,1.00E-05,SK-LMS-1
23158,761693,1.00E-05,SK-N-MC
23159,761693,1.00E-05,SK-UT-1
23160,761693,1.00E-05,SK-UT-1B
23161,761693,1.00E-05,ST8814
23162,761693,1.00E-05,SW 1353
23163,761693,1.00E-05,SW 684
23164,761693,1.00E-05,SW 982
23165,761693,1.00E-05,SYO-1
23166,761693,1.00E-05,TC-32
23167,761693,1.00E-05,TC-71
23168,761693,1.00E-05,U-2 OS
23169,761693,1.00E-05,VA-ES-BJ
23170,761759,1.00E-05,A-204
23171,761759,1.00E-05,A549/ATCC
23172,761759,1.00E-05,A549/ATCC
23173,761759,1.00E-05,A549/ATCC
23174,761759,1.00E-05,A549/ATCC
23175,761759,1.00E-05,A549/ATCC
23176,761759,1.00E-05,A549/ATCC
23177,761759,1.00E-05,A-673
23178,761759,1.00E-05,ASPS-1
23179,761759,1.00E-05,CHA-59
23180,761759,1.00E-05,CHLA-10
23181,761759,1.00E-05,CHLA-25
23182,761759,1.00E-05,CHLA-258
23183,761759,1.00E-05,CHLA-32
23184,761759,1.00E-05,CHLA-9
23185,761759,1.00E-05,CHP-100
23186,761759,1.00E-05,COG-E-352
23187,761759,1.00E-05,DDLS
23188,761759,1.00E-05,ES-1
23189,761759,1.00E-05,ES-2
23190,761759,1.00E-05,ES-3
23191,761759,1.00E-05,ES-4
23192,761759,1.00E-05,ES-6
23193,761759,1.00E-05,ES-7
23194,761759,1.00E-05,ES-8
23195,761759,1.00E-05,EW8
23196,761759,1.00E-05,G-401
23197,761759,1.00E-05,HOS
23198,761759,1.00E-05,HOS
23199,761759,1.00E-05,Hs 706.T
23200,761759,1.00E-05,Hs 729
23201,761759,1.00E-05,Hs 913.T
23202,761759,1.00E-05,HSSY-II
23203,761759,1.00E-05,HT-1080
23204,761759,1.00E-05,Hu09
23205,761759,1.00E-05,KHOS-240S
23206,761759,1.00E-05,KHOS-240S
23207,761759,1.00E-05,KHOS-312H
23208,761759,1.00E-05,KHOS NP
23209,761759,1.00E-05,LS141
23210,761759,1.00E-05,LS141
23211,761759,1.00E-05,MES-SA
23212,761759,1.00E-05,MES-SA Dx5
23213,761759,1.00E-05,MHM-25
23214,761759,1.00E-05,MHM-8
23215,761759,1.00E-05,MPNST
23216,761759,1.00E-05,OHS
23217,761759,1.00E-05,RD
23218,761759,1.00E-05,RD-ES
23219,761759,1.00E-05,Rh18
23220,761759,1.00E-05,Rh28
23221,761759,1.00E-05,Rh28 PX11/LPAM
23222,761759,1.00E-05,Rh30
23223,761759,1.00E-05,Rh36
23224,761759,1.00E-05,Rh41
23225,761759,1.00E-05,SAOS-2
23226,761759,1.00E-05,SJCRH30(RMS 13)
23227,761759,1.00E-05,SJSA-1
23228,761759,1.00E-05,SK-ES-1
23229,761759,1.00E-05,SK-LMS-1
23230,761759,1.00E-05,SK-N-MC
23231,761759,1.00E-05,SK-UT-1
23232,761759,1.00E-05,SK-UT-1B
23233,761759,1.00E-05,ST8814
23234,761759,1.00E-05,SW 1353
23235,761759,1.00E-05,SW 684
23236,761759,1.00E-05,SW 982
23237,761759,1.00E-05,SYO-1
23238,761759,1.00E-05,TC-32
23239,761759,1.00E-05,TC-71
23240,761759,1.00E-05,U-2 OS
23241,761759,1.00E-05,VA-ES-BJ
23242,761760,1.00E-05,A-204
23243,761760,1.00E-05,A549/ATCC
23244,761760,1.00E-05,A549/ATCC
23245,761760,1.00E-05,A549/ATCC
23246,761760,1.00E-05,A549/ATCC
23247,761760,1.00E-05,A549/ATCC
23248,761760,1.00E-05,A549/ATCC
23249,761760,1.00E-05,A-673
23250,761760,1.00E-05,ASPS-1
23251,761760,1.00E-05,CHA-59
23252,761760,1.00E-05,CHLA-10
23253,761760,1.00E-05,CHLA-25
23254,761760,1.00E-05,CHLA-258
23255,761760,1.00E-05,CHLA-32
23256,761760,1.00E-05,CHLA-9
23257,761760,1.00E-05,CHP-100
23258,761760,1.00E-05,COG-E-352
23259,761760,1.00E-05,DDLS
23260,761760,1.00E-05,ES-1
23261,761760,1.00E-05,ES-2
23262,761760,1.00E-05,ES-3
23263,761760,1.00E-05,ES-4
23264,761760,1.00E-05,ES-6
23265,761760,1.00E-05,ES-7
23266,761760,1.00E-05,ES-8
23267,761760,1.00E-05,EW8
23268,761760,1.00E-05,G-401
23269,761760,1.00E-05,HOS
23270,761760,1.00E-05,HOS
23271,761760,1.00E-05,Hs 706.T
23272,761760,1.00E-05,Hs 729
23273,761760,1.00E-05,Hs 913.T
23274,761760,1.00E-05,HSSY-II
23275,761760,1.00E-05,HT-1080
23276,761760,1.00E-05,Hu09
23277,761760,1.00E-05,KHOS-240S
23278,761760,1.00E-05,KHOS-240S
23279,761760,1.00E-05,KHOS-312H
23280,761760,1.00E-05,KHOS NP
23281,761760,1.00E-05,LS141
23282,761760,1.00E-05,LS141
23283,761760,1.00E-05,MES-SA
23284,761760,1.00E-05,MES-SA Dx5
23285,761760,1.00E-05,MHM-25
23286,761760,1.00E-05,MHM-8
23287,761760,1.00E-05,MPNST
23288,761760,1.00E-05,OHS
23289,761760,1.00E-05,RD
23290,761760,1.00E-05,RD-ES
23291,761760,1.00E-05,Rh18
23292,761760,1.00E-05,Rh28
23293,761760,1.00E-05,Rh28 PX11/LPAM
23294,761760,1.00E-05,Rh30
23295,761760,1.00E-05,Rh36
23296,761760,1.00E-05,Rh41
23297,761760,1.00E-05,SAOS-2
23298,761760,1.00E-05,SJCRH30(RMS 13)
23299,761760,1.00E-05,SJSA-1
23300,761760,1.00E-05,SK-ES-1
23301,761760,1.00E-05,SK-LMS-1
23302,761760,1.00E-05,SK-N-MC
23303,761760,1.00E-05,SK-UT-1
23304,761760,1.00E-05,SK-UT-1B
23305,761760,1.00E-05,ST8814
23306,761760,1.00E-05,SW 1353
23307,761760,1.00E-05,SW 684
23308,761760,1.00E-05,SW 982
23309,761760,1.00E-05,SYO-1
23310,761760,1.00E-05,TC-32
23311,761760,1.00E-05,TC-71
23312,761760,1.00E-05,U-2 OS
23313,761760,1.00E-05,VA-ES-BJ
23314,761879,1.00E-05,A-204
23315,761879,1.00E-05,A549/ATCC
23316,761879,1.00E-05,A549/ATCC
23317,761879,1.00E-05,A549/ATCC
23318,761879,1.00E-05,A549/ATCC
23319,761879,1.00E-05,A549/ATCC
23320,761879,1.00E-05,A549/ATCC
23321,761879,1.00E-05,A-673
23322,761879,1.00E-05,ASPS-1
23323,761879,1.00E-05,CHA-59
23324,761879,1.00E-05,CHLA-10
23325,761879,1.00E-05,CHLA-25
23326,761879,1.00E-05,CHLA-258
23327,761879,1.00E-05,CHLA-32
23328,761879,1.00E-05,CHLA-9
23329,761879,1.00E-05,CHP-100
23330,761879,1.00E-05,COG-E-352
23331,761879,1.00E-05,DDLS
23332,761879,1.00E-05,ES-1
23333,761879,1.00E-05,ES-2
23334,761879,1.00E-05,ES-3
23335,761879,1.00E-05,ES-4
23336,761879,1.00E-05,ES-6
23337,761879,1.00E-05,ES-7
23338,761879,1.00E-05,ES-8
23339,761879,1.00E-05,EW8
23340,761879,1.00E-05,G-401
23341,761879,1.00E-05,HOS
23342,761879,1.00E-05,Hs 706.T
23343,761879,1.00E-05,Hs 729
23344,761879,1.00E-05,Hs 913.T
23345,761879,1.00E-05,HSSY-II
23346,761879,1.00E-05,HT-1080
23347,761879,1.00E-05,Hu09
23348,761879,1.00E-05,KHOS-240S
23349,761879,1.00E-05,KHOS-312H
23350,761879,1.00E-05,KHOS NP
23351,761879,1.00E-05,LS141
23352,761879,1.00E-05,MES-SA
23353,761879,1.00E-05,MES-SA Dx5
23354,761879,1.00E-05,MHM-25
23355,761879,1.00E-05,MHM-8
23356,761879,1.00E-05,MPNST
23357,761879,1.00E-05,OHS
23358,761879,1.00E-05,RD
23359,761879,1.00E-05,RD-ES
23360,761879,1.00E-05,Rh18
23361,761879,1.00E-05,Rh28
23362,761879,1.00E-05,Rh28 PX11/LPAM
23363,761879,1.00E-05,Rh30
23364,761879,1.00E-05,Rh36
23365,761879,1.00E-05,Rh41
23366,761879,1.00E-05,SAOS-2
23367,761879,1.00E-05,SJCRH30(RMS 13)
23368,761879,1.00E-05,SJSA-1
23369,761879,1.00E-05,SK-ES-1
23370,761879,1.00E-05,SK-LMS-1
23371,761879,1.00E-05,SK-N-MC
23372,761879,1.00E-05,SK-UT-1
23373,761879,1.00E-05,SK-UT-1B
23374,761879,1.00E-05,ST8814
23375,761879,1.00E-05,SW 1353
23376,761879,1.00E-05,SW 684
23377,761879,1.00E-05,SW 982
23378,761879,1.00E-05,SYO-1
23379,761879,1.00E-05,TC-32
23380,761879,1.00E-05,TC-71
23381,761879,1.00E-05,U-2 OS
23382,761879,1.00E-05,VA-ES-BJ
23383,761910,1.00E-05,A-204
23384,761910,1.00E-05,A549/ATCC
23385,761910,1.00E-05,A549/ATCC
23386,761910,1.00E-05,A549/ATCC
23387,761910,1.00E-05,A549/ATCC
23388,761910,1.00E-05,A549/ATCC
23389,761910,1.00E-05,A549/ATCC
23390,761910,1.00E-05,A-673
23391,761910,1.00E-05,ASPS-1
23392,761910,1.00E-05,CHA-59
23393,761910,1.00E-05,CHLA-10
23394,761910,1.00E-05,CHLA-25
23395,761910,1.00E-05,CHLA-258
23396,761910,1.00E-05,CHLA-32
23397,761910,1.00E-05,CHLA-9
23398,761910,1.00E-05,CHP-100
23399,761910,1.00E-05,COG-E-352
23400,761910,1.00E-05,DDLS
23401,761910,1.00E-05,ES-1
23402,761910,1.00E-05,ES-2
23403,761910,1.00E-05,ES-3
23404,761910,1.00E-05,ES-4
23405,761910,1.00E-05,ES-6
23406,761910,1.00E-05,ES-7
23407,761910,1.00E-05,ES-8
23408,761910,1.00E-05,EW8
23409,761910,1.00E-05,G-401
23410,761910,1.00E-05,HOS
23411,761910,1.00E-05,Hs 706.T
23412,761910,1.00E-05,Hs 729
23413,761910,1.00E-05,Hs 913.T
23414,761910,1.00E-05,HSSY-II
23415,761910,1.00E-05,HT-1080
23416,761910,1.00E-05,Hu09
23417,761910,1.00E-05,KHOS-240S
23418,761910,1.00E-05,KHOS-312H
23419,761910,1.00E-05,KHOS NP
23420,761910,1.00E-05,LS141
23421,761910,1.00E-05,MES-SA
23422,761910,1.00E-05,MES-SA Dx5
23423,761910,1.00E-05,MHM-25
23424,761910,1.00E-05,MHM-8
23425,761910,1.00E-05,MPNST
23426,761910,1.00E-05,OHS
23427,761910,1.00E-05,RD
23428,761910,1.00E-05,RD-ES
23429,761910,1.00E-05,Rh18
23430,761910,1.00E-05,Rh28
23431,761910,1.00E-05,Rh28 PX11/LPAM
23432,761910,1.00E-05,Rh30
23433,761910,1.00E-05,Rh36
23434,761910,1.00E-05,Rh41
23435,761910,1.00E-05,SAOS-2
23436,761910,1.00E-05,SJCRH30(RMS 13)
23437,761910,1.00E-05,SJSA-1
23438,761910,1.00E-05,SK-ES-1
23439,761910,1.00E-05,SK-LMS-1
23440,761910,1.00E-05,SK-N-MC
23441,761910,1.00E-05,SK-UT-1
23442,761910,1.00E-05,SK-UT-1B
23443,761910,1.00E-05,ST8814
23444,761910,1.00E-05,SW 1353
23445,761910,1.00E-05,SW 684
23446,761910,1.00E-05,SW 982
23447,761910,1.00E-05,SYO-1
23448,761910,1.00E-05,TC-32
23449,761910,1.00E-05,TC-71
23450,761910,1.00E-05,U-2 OS
23451,761910,1.00E-05,VA-ES-BJ
23452,761931,1.00E-05,A-204
23453,761931,1.00E-05,A549/ATCC
23454,761931,1.00E-05,A549/ATCC
23455,761931,1.00E-05,A549/ATCC
23456,761931,1.00E-05,A549/ATCC
23457,761931,1.00E-05,A549/ATCC
23458,761931,1.00E-05,A549/ATCC
23459,761931,1.00E-05,A-673
23460,761931,1.00E-05,ASPS-1
23461,761931,1.00E-05,CHA-59
23462,761931,1.00E-05,CHLA-10
23463,761931,1.00E-05,CHLA-25
23464,761931,1.00E-05,CHLA-258
23465,761931,1.00E-05,CHLA-32
23466,761931,1.00E-05,CHLA-9
23467,761931,1.00E-05,CHP-100
23468,761931,1.00E-05,COG-E-352
23469,761931,1.00E-05,DDLS
23470,761931,1.00E-05,ES-1
23471,761931,1.00E-05,ES-2
23472,761931,1.00E-05,ES-3
23473,761931,1.00E-05,ES-4
23474,761931,1.00E-05,ES-6
23475,761931,1.00E-05,ES-7
23476,761931,1.00E-05,ES-8
23477,761931,1.00E-05,EW8
23478,761931,1.00E-05,G-401
23479,761931,1.00E-05,HOS
23480,761931,1.00E-05,Hs 706.T
23481,761931,1.00E-05,Hs 729
23482,761931,1.00E-05,Hs 913.T
23483,761931,1.00E-05,HSSY-II
23484,761931,1.00E-05,HT-1080
23485,761931,1.00E-05,Hu09
23486,761931,1.00E-05,KHOS-240S
23487,761931,1.00E-05,KHOS-312H
23488,761931,1.00E-05,KHOS NP
23489,761931,1.00E-05,LS141
23490,761931,1.00E-05,MES-SA
23491,761931,1.00E-05,MES-SA Dx5
23492,761931,1.00E-05,MHM-25
23493,761931,1.00E-05,MHM-8
23494,761931,1.00E-05,MPNST
23495,761931,1.00E-05,OHS
23496,761931,1.00E-05,RD
23497,761931,1.00E-05,RD-ES
23498,761931,1.00E-05,Rh18
23499,761931,1.00E-05,Rh28
23500,761931,1.00E-05,Rh28 PX11/LPAM
23501,761931,1.00E-05,Rh30
23502,761931,1.00E-05,Rh36
23503,761931,1.00E-05,Rh41
23504,761931,1.00E-05,SAOS-2
23505,761931,1.00E-05,SJCRH30(RMS 13)
23506,761931,1.00E-05,SJSA-1
23507,761931,1.00E-05,SK-ES-1
23508,761931,1.00E-05,SK-LMS-1
23509,761931,1.00E-05,SK-N-MC
23510,761931,1.00E-05,SK-UT-1
23511,761931,1.00E-05,SK-UT-1B
23512,761931,1.00E-05,ST8814
23513,761931,1.00E-05,SW 1353
23514,761931,1.00E-05,SW 684
23515,761931,1.00E-05,SW 982
23516,761931,1.00E-05,SYO-1
23517,761931,1.00E-05,TC-32
23518,761931,1.00E-05,TC-71
23519,761931,1.00E-05,U-2 OS
23520,761931,1.00E-05,VA-ES-BJ
23521,762151,1.00E-05,A-204
23522,762151,1.00E-05,A549/ATCC
23523,762151,1.00E-05,A549/ATCC
23524,762151,1.00E-05,A549/ATCC
23525,762151,1.00E-05,A549/ATCC
23526,762151,1.00E-05,A549/ATCC
23527,762151,1.00E-05,A549/ATCC
23528,762151,1.00E-05,A-673
23529,762151,1.00E-05,ASPS-1
23530,762151,1.00E-05,CHA-59
23531,762151,1.00E-05,CHLA-10
23532,762151,1.00E-05,CHLA-25
23533,762151,1.00E-05,CHLA-258
23534,762151,1.00E-05,CHLA-32
23535,762151,1.00E-05,CHLA-9
23536,762151,1.00E-05,CHP-100
23537,762151,1.00E-05,COG-E-352
23538,762151,1.00E-05,DDLS
23539,762151,1.00E-05,ES-1
23540,762151,1.00E-05,ES-2
23541,762151,1.00E-05,ES-3
23542,762151,1.00E-05,ES-4
23543,762151,1.00E-05,ES-6
23544,762151,1.00E-05,ES-7
23545,762151,1.00E-05,ES-8
23546,762151,1.00E-05,EW8
23547,762151,1.00E-05,G-401
23548,762151,1.00E-05,HOS
23549,762151,1.00E-05,Hs 706.T
23550,762151,1.00E-05,Hs 729
23551,762151,1.00E-05,Hs 913.T
23552,762151,1.00E-05,HSSY-II
23553,762151,1.00E-05,HT-1080
23554,762151,1.00E-05,Hu09
23555,762151,1.00E-05,KHOS-240S
23556,762151,1.00E-05,KHOS-312H
23557,762151,1.00E-05,KHOS NP
23558,762151,1.00E-05,LS141
23559,762151,1.00E-05,MES-SA
23560,762151,1.00E-05,MES-SA Dx5
23561,762151,1.00E-05,MHM-25
23562,762151,1.00E-05,MHM-8
23563,762151,1.00E-05,MPNST
23564,762151,1.00E-05,OHS
23565,762151,1.00E-05,RD
23566,762151,1.00E-05,RD-ES
23567,762151,1.00E-05,Rh18
23568,762151,1.00E-05,Rh28
23569,762151,1.00E-05,Rh28 PX11/LPAM
23570,762151,1.00E-05,Rh30
23571,762151,1.00E-05,Rh36
23572,762151,1.00E-05,Rh41
23573,762151,1.00E-05,SAOS-2
23574,762151,1.00E-05,SJCRH30(RMS 13)
23575,762151,1.00E-05,SJSA-1
23576,762151,1.00E-05,SK-ES-1
23577,762151,1.00E-05,SK-LMS-1
23578,762151,1.00E-05,SK-N-MC
23579,762151,1.00E-05,SK-UT-1
23580,762151,1.00E-05,SK-UT-1B
23581,762151,1.00E-05,ST8814
23582,762151,1.00E-05,SW 1353
23583,762151,1.00E-05,SW 684
23584,762151,1.00E-05,SW 982
23585,762151,1.00E-05,SYO-1
23586,762151,1.00E-05,TC-32
23587,762151,1.00E-05,TC-71
23588,762151,1.00E-05,U-2 OS
23589,762151,1.00E-05,VA-ES-BJ
23590,762152,1.00E-05,A-204
23591,762152,1.00E-05,A549/ATCC
23592,762152,1.00E-05,A549/ATCC
23593,762152,1.00E-05,A549/ATCC
23594,762152,1.00E-05,A549/ATCC
23595,762152,1.00E-05,A549/ATCC
23596,762152,1.00E-05,A549/ATCC
23597,762152,1.00E-05,A-673
23598,762152,1.00E-05,ASPS-1
23599,762152,1.00E-05,CHA-59
23600,762152,1.00E-05,CHLA-10
23601,762152,1.00E-05,CHLA-25
23602,762152,1.00E-05,CHLA-258
23603,762152,1.00E-05,CHLA-32
23604,762152,1.00E-05,CHLA-9
23605,762152,1.00E-05,CHP-100
23606,762152,1.00E-05,COG-E-352
23607,762152,1.00E-05,DDLS
23608,762152,1.00E-05,ES-1
23609,762152,1.00E-05,ES-2
23610,762152,1.00E-05,ES-3
23611,762152,1.00E-05,ES-4
23612,762152,1.00E-05,ES-6
23613,762152,1.00E-05,ES-7
23614,762152,1.00E-05,ES-8
23615,762152,1.00E-05,EW8
23616,762152,1.00E-05,G-401
23617,762152,1.00E-05,HOS
23618,762152,1.00E-05,Hs 706.T
23619,762152,1.00E-05,Hs 729
23620,762152,1.00E-05,Hs 913.T
23621,762152,1.00E-05,HSSY-II
23622,762152,1.00E-05,HT-1080
23623,762152,1.00E-05,Hu09
23624,762152,1.00E-05,KHOS-240S
23625,762152,1.00E-05,KHOS-312H
23626,762152,1.00E-05,KHOS NP
23627,762152,1.00E-05,LS141
23628,762152,1.00E-05,MES-SA
23629,762152,1.00E-05,MES-SA Dx5
23630,762152,1.00E-05,MHM-25
23631,762152,1.00E-05,MHM-8
23632,762152,1.00E-05,MPNST
23633,762152,1.00E-05,OHS
23634,762152,1.00E-05,RD
23635,762152,1.00E-05,RD-ES
23636,762152,1.00E-05,Rh18
23637,762152,1.00E-05,Rh28
23638,762152,1.00E-05,Rh28 PX11/LPAM
23639,762152,1.00E-05,Rh30
23640,762152,1.00E-05,Rh36
23641,762152,1.00E-05,Rh41
23642,762152,1.00E-05,SAOS-2
23643,762152,1.00E-05,SJCRH30(RMS 13)
23644,762152,1.00E-05,SJSA-1
23645,762152,1.00E-05,SK-ES-1
23646,762152,1.00E-05,SK-LMS-1
23647,762152,1.00E-05,SK-N-MC
23648,762152,1.00E-05,SK-UT-1
23649,762152,1.00E-05,SK-UT-1B
23650,762152,1.00E-05,ST8814
23651,762152,1.00E-05,SW 1353
23652,762152,1.00E-05,SW 684
23653,762152,1.00E-05,SW 982
23654,762152,1.00E-05,SYO-1
23655,762152,1.00E-05,TC-32
23656,762152,1.00E-05,TC-71
23657,762152,1.00E-05,U-2 OS
23658,762152,1.00E-05,VA-ES-BJ
23659,762153,1.00E-05,A-204
23660,762153,1.00E-05,A549/ATCC
23661,762153,1.00E-05,A549/ATCC
23662,762153,1.00E-05,A549/ATCC
23663,762153,1.00E-05,A549/ATCC
23664,762153,1.00E-05,A549/ATCC
23665,762153,1.00E-05,A549/ATCC
23666,762153,1.00E-05,A-673
23667,762153,1.00E-05,ASPS-1
23668,762153,1.00E-05,CHA-59
23669,762153,1.00E-05,CHLA-10
23670,762153,1.00E-05,CHLA-25
23671,762153,1.00E-05,CHLA-258
23672,762153,1.00E-05,CHLA-32
23673,762153,1.00E-05,CHLA-9
23674,762153,1.00E-05,CHP-100
23675,762153,1.00E-05,COG-E-352
23676,762153,1.00E-05,DDLS
23677,762153,1.00E-05,ES-1
23678,762153,1.00E-05,ES-2
23679,762153,1.00E-05,ES-3
23680,762153,1.00E-05,ES-4
23681,762153,1.00E-05,ES-6
23682,762153,1.00E-05,ES-7
23683,762153,1.00E-05,ES-8
23684,762153,1.00E-05,EW8
23685,762153,1.00E-05,G-401
23686,762153,1.00E-05,HOS
23687,762153,1.00E-05,Hs 706.T
23688,762153,1.00E-05,Hs 729
23689,762153,1.00E-05,Hs 913.T
23690,762153,1.00E-05,HSSY-II
23691,762153,1.00E-05,HT-1080
23692,762153,1.00E-05,Hu09
23693,762153,1.00E-05,KHOS-240S
23694,762153,1.00E-05,KHOS-312H
23695,762153,1.00E-05,KHOS NP
23696,762153,1.00E-05,LS141
23697,762153,1.00E-05,MES-SA
23698,762153,1.00E-05,MES-SA Dx5
23699,762153,1.00E-05,MHM-25
23700,762153,1.00E-05,MHM-8
23701,762153,1.00E-05,MPNST
23702,762153,1.00E-05,OHS
23703,762153,1.00E-05,RD
23704,762153,1.00E-05,RD-ES
23705,762153,1.00E-05,Rh18
23706,762153,1.00E-05,Rh28
23707,762153,1.00E-05,Rh28 PX11/LPAM
23708,762153,1.00E-05,Rh30
23709,762153,1.00E-05,Rh36
23710,762153,1.00E-05,Rh41
23711,762153,1.00E-05,SAOS-2
23712,762153,1.00E-05,SJCRH30(RMS 13)
23713,762153,1.00E-05,SJSA-1
23714,762153,1.00E-05,SK-ES-1
23715,762153,1.00E-05,SK-LMS-1
23716,762153,1.00E-05,SK-N-MC
23717,762153,1.00E-05,SK-UT-1
23718,762153,1.00E-05,SK-UT-1B
23719,762153,1.00E-05,ST8814
23720,762153,1.00E-05,SW 1353
23721,762153,1.00E-05,SW 684
23722,762153,1.00E-05,SW 982
23723,762153,1.00E-05,SYO-1
23724,762153,1.00E-05,TC-32
23725,762153,1.00E-05,TC-71
23726,762153,1.00E-05,U-2 OS
23727,762153,1.00E-05,VA-ES-BJ
23728,762154,1.00E-05,A-204
23729,762154,1.00E-05,A549/ATCC
23730,762154,1.00E-05,A549/ATCC
23731,762154,1.00E-05,A549/ATCC
23732,762154,1.00E-05,A549/ATCC
23733,762154,1.00E-05,A549/ATCC
23734,762154,1.00E-05,A549/ATCC
23735,762154,1.00E-05,A-673
23736,762154,1.00E-05,ASPS-1
23737,762154,1.00E-05,CHA-59
23738,762154,1.00E-05,CHLA-10
23739,762154,1.00E-05,CHLA-25
23740,762154,1.00E-05,CHLA-258
23741,762154,1.00E-05,CHLA-32
23742,762154,1.00E-05,CHLA-9
23743,762154,1.00E-05,CHP-100
23744,762154,1.00E-05,COG-E-352
23745,762154,1.00E-05,DDLS
23746,762154,1.00E-05,ES-1
23747,762154,1.00E-05,ES-2
23748,762154,1.00E-05,ES-3
23749,762154,1.00E-05,ES-4
23750,762154,1.00E-05,ES-6
23751,762154,1.00E-05,ES-7
23752,762154,1.00E-05,ES-8
23753,762154,1.00E-05,EW8
23754,762154,1.00E-05,G-401
23755,762154,1.00E-05,HOS
23756,762154,1.00E-05,Hs 706.T
23757,762154,1.00E-05,Hs 729
23758,762154,1.00E-05,Hs 913.T
23759,762154,1.00E-05,HSSY-II
23760,762154,1.00E-05,HT-1080
23761,762154,1.00E-05,Hu09
23762,762154,1.00E-05,KHOS-240S
23763,762154,1.00E-05,KHOS-312H
23764,762154,1.00E-05,KHOS NP
23765,762154,1.00E-05,LS141
23766,762154,1.00E-05,MES-SA
23767,762154,1.00E-05,MES-SA Dx5
23768,762154,1.00E-05,MHM-25
23769,762154,1.00E-05,MHM-8
23770,762154,1.00E-05,MPNST
23771,762154,1.00E-05,OHS
23772,762154,1.00E-05,RD
23773,762154,1.00E-05,RD-ES
23774,762154,1.00E-05,Rh18
23775,762154,1.00E-05,Rh28
23776,762154,1.00E-05,Rh28 PX11/LPAM
23777,762154,1.00E-05,Rh30
23778,762154,1.00E-05,Rh36
23779,762154,1.00E-05,Rh41
23780,762154,1.00E-05,SAOS-2
23781,762154,1.00E-05,SJCRH30(RMS 13)
23782,762154,1.00E-05,SJSA-1
23783,762154,1.00E-05,SK-ES-1
23784,762154,1.00E-05,SK-LMS-1
23785,762154,1.00E-05,SK-N-MC
23786,762154,1.00E-05,SK-UT-1
23787,762154,1.00E-05,SK-UT-1B
23788,762154,1.00E-05,ST8814
23789,762154,1.00E-05,SW 1353
23790,762154,1.00E-05,SW 684
23791,762154,1.00E-05,SW 982
23792,762154,1.00E-05,SYO-1
23793,762154,1.00E-05,TC-32
23794,762154,1.00E-05,TC-71
23795,762154,1.00E-05,U-2 OS
23796,762154,1.00E-05,VA-ES-BJ
23797,762381,1.00E-05,A-204
