experiment_id,log_ec50,response_zero,response_inflection,hill_slope,log_ic50,flag_ic50
11235,-8.145218327,48.46488684,94.31417061,-3.926832556,-7.603800653,=
11237,-8.647076387,4.213250737,146.6163591,-1.223779299,-8.377785977,=
11238,-7.659648018,20.89485189,94.51342845,-3.673869185,-7.578396073,=
11239,-8.09292357,2.048755428,95.47674421,-4.885710698,-8.105683937,=
11244,-8.081312128,-0.320124554,87.92427014,-3.147709056,-8.13667714,=
11253,-7.850838952,0.799393001,91.3240465,-8.77704048,-7.847711656,=
11256,-7.981659727,17.98512656,63.03225895,-1.492704196,-8.259637311,=
11264,-7.714097239,3.454747426,102.2463694,-2.711698581,-7.66756154,=
11265,-6.86760991,-4.286292361,91.17103043,-0.835640221,-7.019542108,=
11268,-7.853726272,18.3563436,100.862503,-1.78550294,-7.705533774,=
11270,-7.986715575,5.953951953,93.31753766,-3.285968406,-8.025488307,=
11279,-8.313961275,5.908789338,96.90481701,-2.090241894,-8.288192771,=
11285,-7.957301647,2.428525327,88.9862011,-9.736622003,-8.099086932,=
11292,-8.126470985,0.359752218,101.163412,-3.247311501,-8.111820506,=
11315,-5.578283183,1.661187577,97.99065221,-4.711858793,-5.640164518,=
11332,-5.415079629,41.96946624,104.7442408,-2.460576493,-5.039053804,=
11348,-4.794402956,-68.136713,114.7782012,-0.647910334,-5.209714836,=
11356,-2.735077398,-836.9605284,119.3241536,-0.417682912,-5.399027104,=
11366,-5.499330406,2.52801649,92.91582457,-11.63869399,-5.602059991,=
11368,-5.397212237,1.094443149,98.6890665,-2.218996443,-5.378823718,=
11369,-5.443962061,5.994857629,99.63385516,-5.864974404,-5.367542708,=
11371,-5.776836373,-0.355998767,57.88093357,-2.547667886,-6.204119983,=
11376,-5.357705195,-15.50983747,98.46924713,-1.988314043,-5.417936637,=
11377,-4.959829248,-110.156246,108.6395007,-0.979672807,-5.416801226,=
11380,-5.487148416,1.150461109,74.54777928,-12.52073265,-5.675717545,=
11381,-5.422967652,-5.141695536,102.3399957,-2.272501623,-5.419075024,=
11382,-5.554108274,0.091083523,52.90087899,-12.26515362,-5.924453039,=
11383,-5.472961364,-2.669773195,85.25917876,-2.608394623,-5.576754126,=
11386,-5.479209509,2.224551674,62.75425364,-11.29559418,-5.759450752,=
11391,-5.698011561,-1.853379172,91.27973568,-2.121303582,-5.752026734,=
11400,-5.428937836,3.199601683,81.42372821,-5.732531664,-5.436518915,=
11409,-5.623062406,-2.518661846,98.77963718,-2.20178502,-5.655607726,=
11422,-5.548313337,4.188209321,99.12747288,-2.403825456,-5.552841969,=
11423,-5.547368043,2.729057127,117.6257658,-12.71935994,-5.638272164,=
11443,-6.805068821,33.66872945,103.0071016,-1.725425732,-6.48945499,=
11450,-6.644517307,44.46624286,102.8636583,-1.574537495,-5.991399828,=
11463,-5.094858391,-14.43028321,54.15228711,-0.861047225,-6.49757288,=
11476,-3.938144941,-1264.697397,82.32986685,-1.35362741,-5.19859629,=
11506,-4.900386745,-98.17603747,61.81491323,-2.085592892,-5.454692884,=
11513,-5.114390894,-19.77065096,102.8774852,-4.779900381,-5.218244625,=
11514,-4.99936026,-99.71676829,98.36552609,-0.932713011,-5.539102157,=
11520,-4.825870983,-200.3946607,58.66557472,-3.054963807,-5.425968732,=
11558,-5.128577246,-16.74408389,86.42700307,-5.006075424,-5.276544328,=
11586,-5.365031881,-0.671419689,88.06403074,-5.511088987,-5.336299075,=
11598,-5.613940356,-0.3894456,95.78996696,-4.690762857,-5.681936665,=
11602,-5.853111989,0.882867203,87.93003659,-8.286212199,-5.785156152,=
11640,-5.688493072,13.62008917,102.4080355,-3.256624838,-5.638272164,=
11668,-5.746506984,40.8576475,86.43110368,-2.619190184,-5.505845406,=
11686,-5.517717554,1.905837206,86.41731598,-10.99736807,-5.675717545,=
11712,-5.653817343,21.92356815,68.17578323,-1.968168195,-5.769551079,=
11721,-5.653850327,3.226078915,98.20876698,-2.053611645,-5.657577319,=
11722,-5.644618338,3.331367854,111.3470939,-3.045672264,-5.617982957,=
11725,-1.201294614,-2294.345588,79.62602442,-0.395978832,-6.003926346,=
11726,-5.617871684,-1.833592348,100.5407185,-1.152723682,-5.632644079,=
11763,-5.341579001,13.72823773,89.03871713,-1.680434729,-5.30980392,=
11799,-3.528015156,-229.3322607,272.1386128,-0.043950017,-5.793174124,=
11811,-3.292905104,-4828.584152,82.825285,-1.041947236,-5.416801226,=
11832,-4.416325171,-782.7920917,97.40748497,-1.625335354,-5.273272791,=
11850,-5.585440218,-14.6277893,99.17932076,-0.780719797,-5.744727495,=
11855,-5.882634505,21.59963911,130.3199429,-10.64391879,-5.623423043,=
11861,-5.884494441,0.728464265,103.5902676,-4.492136351,-5.812479279,=
11873,-6.198871498,5.344013221,120.6327393,-2.906839049,-6.11577123,=
11881,-5.696630013,23.96516328,109.7179573,-5.338003117,-5.605548319,=
11892,-5.900830879,1.773759289,102.1081114,-3.190055301,-5.853871964,=
11895,-6.11956656,6.348829506,98.49506393,-2.125440534,-6.108462542,=
11898,-6.020481745,-4.409540617,84.5573631,-1.446400478,-6.179798541,=
11903,-5.662145898,15.64327426,98.08861095,-2.696497112,-5.612610174,=
11909,-5.806344731,4.204146343,71.71705914,-1.261114557,-6.090443971,=
11910,-6.171220405,2.987852951,99.11564678,-2.244552375,-6.166215625,=
11915,-6.182260082,17.1548437,95.09411557,-2.811225031,-6.127843727,=
11922,-6.707645745,2.339586633,92.91360591,-1.628792794,-6.732828272,=
11951,-7.094841549,7.117172292,111.4533693,-3.885161689,-7.064492734,=
11953,-6.845858321,0.101671302,96.03025196,-1.504236371,-6.863279433,=
11954,-7.250203914,1.197953205,104.1605277,-1.25529032,-7.205511953,=
11957,-6.924744373,-0.120519101,101.2852284,-1.112235481,-6.91721463,=
11975,-7.259907342,0.606888278,54.80583247,-2.140599755,-7.798602876,=
11980,-7.681002252,0.115923614,82.33419607,-4.386102208,-7.71219827,=
11986,-11.96903713,-56.09520807,394.7488995,-0.119917751,-7.696803943,=
11997,-11.10201208,-55.18702965,368.5073154,-0.140743451,-7.679853714,=
12003,-9.400554838,2.733826798,471.3755181,-1.154338712,-8.518557371,=
12007,-9.730590398,-30.790177,289.2264903,-0.215720474,-7.539102157,=
12037,-13.45215922,-5.138345982,1554.564908,-0.254752155,-7.809668302,=
12039,-12.60198274,3.195648216,1234.31564,-0.309279454,-8.047207557,=
12041,-12.41335374,-20.21481274,429.2650757,-0.156094654,-7.714442691,=
12047,-8.53853477,6.886508953,95.56507124,-0.564707868,-8.496209317,=
12062,-4.346828631,-131.7484787,99.08502396,-0.742729342,-5.134896025,=
12067,-5.698765947,-0.712944585,100.5675845,-3.034397319,-5.705533774,=
12077,-6.259222191,-0.016097176,103.2571692,-4.622015305,-6.212539525,=
12078,-6.255517372,0.471038523,84.95499855,-3.7756937,-6.282329497,=
12085,-6.347704915,1.647368912,104.3735022,-3.380108161,-6.28567024,=
12097,-6.129543289,3.584393946,99.07456956,-2.506404534,-6.133712661,=
12103,-5.645020051,6.322205519,109.026089,-2.625529171,-5.603800653,=
12104,-5.606442653,-26.12938736,104.4225753,-0.949003709,-5.76700389,=
12110,-5.733665928,13.93946758,107.4544547,-1.653966937,-5.603800653,=
12117,-6.607873606,2.664278592,104.8816516,-1.484659674,-6.568636236,=
12120,-6.062086322,0.647345474,98.81865759,-3.071496384,-6.097997109,=
12121,-6.090380721,1.271069183,105.8151187,-1.772394984,-6.065501549,=
12136,-2.894062468,-2755.546274,99.24893402,-0.767244849,-5.229147988,=
12137,-5.494526877,10.52733327,102.5596166,-3.769297814,-5.441291429,=
12182,-5.651947922,34.88284766,110.4901344,-2.253541576,-5.313363731,=
12188,-5.777974768,18.24757918,81.66306588,-2.490242502,-5.764471553,=
12194,-2.318276608,-2481.737147,119.673662,-0.56306687,-5.111820506,=
12196,-5.453999915,13.61274258,100.426145,-1.139126863,-5.314258261,=
12207,-5.678432153,2.235010491,120.1143749,-1.449876591,-5.562249437,=
12209,-6.46749214,10.71658667,102.9562677,-0.742268336,-6.284832642,=
12218,-6.84943928,2.190731874,122.2344427,-0.844201298,-6.627087997,=
12220,-0.425376197,-1012.863318,98.55159498,-0.250753741,-5.785156152,=
12223,-6.031883787,-6.996689297,99.93307977,-0.686226062,-6.119758224,=
12241,-5.981270001,0.223460821,97.48944364,-1.025626981,-6.005243055,=
12244,-6.354790222,-3.192057756,106.5588955,-0.668161905,-6.311580178,=
12252,-5.047150828,14.36909991,114.3490487,-12.15645785,-5.087777943,=
12258,-6.538990948,-4.280612109,138.0733541,-0.81755839,-6.268411235,=
12259,-4.972693012,-71.30511677,105.132744,-0.498805667,-5.671620397,=
12260,-6.083577677,-0.510308298,78.70109911,-1.042243251,-6.327902142,=
12263,-4.863082038,-148.6110142,69.32602655,-2.409416711,-5.382999659,=
12264,-4.920220118,-406.7933689,69.53388794,-9.613336046,-5.342944147,=
12265,-4.090902841,-1652.22994,80.73051725,-1.449722889,-5.370590401,=
12274,-8.529149411,1.752187974,131.5688385,-3.216209293,-8.459670525,=
12282,-9.927645417,26.15428371,614.8562931,-0.999517888,-8.496209317,=
12310,-9.962545967,19.580501,684.8615081,-0.878981769,-8.425968732,=
12314,-9.15472642,10.31418376,379.4802922,-1.392464999,-8.441291429,=
12326,-8.724863909,0.979747471,95.38664632,-3.592388426,-8.696803943,=
12347,-9.14725986,-0.058320426,244.9248007,-1.350684731,-8.66756154,=
12366,-8.535130643,0.405359921,98.12168082,-2.843951703,-8.554395797,=
12367,-8.325105873,0.45302743,109.1622963,-1.274506966,-8.254144805,=
12370,-8.901919295,-0.823861284,170.2167186,-0.883745455,-8.463441557,=
12372,-7.881157693,0.517774707,101.5730996,-1.575146058,-7.869666232,=
12373,-8.758513074,0.296658158,103.3277134,-2.17599122,-8.723538196,=
12388,-8.504997013,-0.159865369,90.86522315,-2.510375774,-8.563837353,=
12472,-5.337085162,7.568476482,92.47870184,-5.086657751,-5.279840697,=
12477,-3.240959406,-590.3219402,104.2333095,-0.463182355,-5.57024772,=
12494,-5.432928216,-18.3813372,95.35639643,-1.621753734,-5.562249437,=
12497,-5.093371789,-28.27250165,99.48767662,-5.48896137,-5.238072162,=
12516,-5.4659404,0.185692697,114.5511257,-9.980464013,-5.368556231,=
12601,-1.639058432,-5005.807695,85.46440779,-0.53210569,-5.721246399,=
12951,-7.628061366,-1.056313356,85.08189112,-0.787690416,-7.835647144,=
12953,-1.415216603,-182.8578399,91.26262503,-0.205982239,-5.068542129,=
12955,-3.358673518,-555.5297311,71.34335792,-0.759890385,-5.314258261,=
12960,-3.502368969,-228.8110184,107.4701766,-0.383681213,-5.305394801,=
12977,-6.676852224,-23.57662787,117.2005789,-0.470423563,-6.761953897,=
12982,-3.954700181,-2036.181126,108.6335102,-1.219075299,-5.301029996,=
12988,-1.714834751,-3649.929013,102.3881451,-0.479460701,-5.591760035,=
12991,-5.455020776,-5.573121667,105.2470782,-1.239377201,-5.454692884,=
13001,-4.543703372,-290.5311243,100.7603878,-1.47473638,-5.160521953,=
13017,-4.102771486,-146.5719556,113.3060554,-0.211874641,-6.425968732,=
13019,-1.66126045,-2517.770132,80.57759294,-0.477965592,-5.716698771,=
13109,-8.361045763,2.612804963,87.20088453,-2.940056316,-8.432973634,=
13112,-8.364066543,1.423977104,96.92347513,-3.800194736,-8.394694954,=
13121,-8.740276177,4.250629111,92.07291906,-1.368428241,-8.761953897,=
13135,-8.294498236,6.528930831,55.43785061,-8.69249407,-8.632644079,=
13138,-8.771510841,5.338803294,152.4344709,-2.192099399,-8.55129368,=
13150,-8.748950747,5.548980014,121.0589298,-2.628944469,-8.619788758,=
13152,-8.63045292,0.631392132,95.77665099,-1.951669665,-8.640164518,=
13157,-8.345761794,17.24540551,97.50157779,-2.351092657,-8.245651664,=
13217,-6.177690417,0.116538125,94.24506155,-0.503193465,-6.282329497,=
13317,-13.80022486,-118.0779411,360.3982332,-0.032559872,-5.617982957,=
13387,-16.49775142,-97.34198828,355.3937156,-0.028208986,-5.27572413,=
13564,-4.878847041,-177.3737777,80.06021142,-6.870139073,-5.042871802,=
13567,-4.916775497,-58.2169155,93.05069941,-1.388781848,-5.244887734,=
13582,-5.257183464,2.241120564,99.50375312,-0.87805917,-5.238072162,=
13595,-4.055614897,-222.407714,102.2614802,-0.750261893,-5.015022874,=
13625,-5.501030996,25.73424799,104.3224015,-1.054842868,-5.149353765,=
13627,-5.628505277,36.11128875,101.3181152,-1.464904152,-5.188424994,=
13640,-4.768748562,-2.807516616,71.18450993,-1.191776665,-5.129596095,=
13645,-6.198199387,0.45230686,84.38252053,-0.864972764,-6.382999659,=
13668,-6.331615664,36.56697597,82.42416689,-0.908276095,-5.899629455,=
13673,-8.993727768,22.91646389,100.5120566,-0.425988242,-8.35753548,=
13692,-4.53043533,-40.23612818,61.80948389,-1.163338863,-5.341035157,=
13694,-5.951207669,41.83128179,58.69217762,-8.281425665,-5.928117993,=
13702,-1.501903766,-279.7735325,81.7100324,-0.191569996,-6.818156412,=
13704,-6.930521898,38.26441357,97.98687871,-0.58612121,-5.872895202,=
13709,-2.280205586,-91.01317391,94.21936269,-0.108760766,-6.910094889,=
13869,-5.308000971,48.34827476,77.26572578,-6.877274811,-5.025488307,=
13919,-7.112078638,-0.422717041,98.14401226,-1.096123377,-7.133122186,=
13929,-8.251102612,-11.82423748,133.2192136,-0.355733958,-7.88941029,=
13934,-9.365096774,-12.58647117,146.1877665,-0.262368053,-8.649751982,=
13956,-7.459473868,0.075176404,98.05511035,-1.810774736,-7.482804102,=
13971,-7.914791661,-2.31968469,76.0642234,-0.641587034,-8.392544977,=
13973,-6.966823208,-12.72305441,106.9842558,-0.537304164,-7.046723663,=
13975,-7.36669417,1.387129312,138.1219729,-1.382629891,-7.152427341,=
13997,-6.072571449,15.74835359,101.3053539,-1.632868664,-5.966576245,=
14000,-6.356762583,0.710562112,106.0286756,-7.457080317,-6.239577517,=
14001,-6.330802709,-0.625588407,101.6520174,-4.573773174,-6.268411235,=
14009,-6.386382558,-3.952585619,106.5762405,-1.991418623,-6.361510743,=
14015,-5.809498359,-16.40278962,97.11037845,-0.976791392,-5.962573502,=
14017,-6.854806064,-0.619691677,95.68803106,-1.713947521,-6.876148359,=
14031,-6.035106457,-0.337965921,84.53995213,-14.59109814,-6.224025669,=
14036,-5.050928822,-92.08854441,101.3265864,-0.788659864,-5.634512015,=
14124,-5.497380954,1.524942863,55.85098701,-8.683571766,-5.869666232,=
14146,-5.379681982,10.36500772,105.1032945,-7.492357485,-5.236572006,=
14149,-5.480462661,3.538464862,72.93084782,-9.830183446,-5.649751982,=
14157,-5.40181952,19.53211655,127.2948467,-7.783574846,-5.169411331,=
14159,-5.01955906,-13.80803343,90.41498159,-10.02420733,-5.174573882,=
14162,-4.245111145,-650.6270964,100.1446926,-1.102640875,-5.3400838,=
14176,-4.469931514,-455.1268847,104.0735457,-1.34111492,-5.262807357,=
14193,-7.916659704,5.197312896,98.46328676,-0.993647961,-7.882728704,=
14246,-6.333294106,44.51287113,110.6980948,-1.701892267,-5.632644079,=
14262,-4.381346534,-345.2853191,93.36237078,-1.107253042,-5.303643611,=
14287,-5.438263268,2.344465623,100.9387353,-5.176862528,-5.374687549,=
14292,-5.425346529,1.445806665,101.691041,-7.823688257,-5.321481621,=
14298,-5.4000215,0.084920053,105.8093731,-5.7702628,-5.305394801,=
14301,-5.121126491,-22.59718444,105.2811756,-4.955896633,-5.224025669,=
14311,-5.30603915,-5.647184141,103.2634094,-3.73008744,-5.283996656,=
14316,-5.57077008,-1.238765463,104.5692514,-3.049459682,-5.591760035,=
14324,-5.074529371,-30.88342099,102.1997069,-5.656348025,-5.220403509,=
14325,-4.396405027,-627.6924358,98.4523792,-1.446096473,-5.268411235,=
14406,-7.987813739,4.010731165,80.99913373,-2.71118811,-8.093126465,=
14421,-7.995029454,1.825268028,82.61229518,-1.811910375,-8.111259039,=
14432,-8.085487751,3.153494104,81.61574076,-2.732797589,-8.163043263,=
14433,-9.143136758,12.51185248,298.8257637,-1.491638,-8.522878745,=
14440,-9.204486904,33.0609604,130.0664617,-0.853368043,-8.397940009,=
14444,-8.247224948,3.68234531,96.43581589,-3.127679554,-8.211831629,=
14619,-5.418311278,44.01091011,97.45138931,-7.500900774,-5.072629637,=
14620,-5.408044391,26.84205983,116.1886561,-1.478495287,-5.079354999,=
14648,-5.789538128,13.92855854,94.72343517,-2.952363779,-5.728158393,=
14654,-5.714283908,4.351219231,104.6329167,-2.667066897,-5.679853714,=
14663,-5.818890244,-1.000144279,80.96477162,-1.78691892,-5.93930216,=
14682,-6.243809176,-0.949112091,110.4032034,-2.059146971,-6.194499142,=
14686,-6.089363676,5.68351101,111.8163957,-2.083601123,-6.025949097,=
14695,-6.145942271,0.006437795,105.172685,-2.699613808,-6.140261434,=
14698,-6.989303161,-0.056112083,74.56870103,-0.847393302,-7.356547324,=
14705,-6.383729931,0.564543577,56.28292332,-2.000071091,-6.866461092,=
14711,-5.541657512,-22.71302044,102.0620763,-0.93940632,-5.707743929,=
14713,-5.997392879,12.41738516,103.2249174,-1.766454775,-5.896196279,=
14714,-5.463410291,2.244843905,102.2570896,-1.565758557,-5.43062609,=
14717,-5.97559741,1.125734222,104.5158488,-3.007548918,-5.962573502,=
14721,-5.820903818,-5.6705676,108.7910116,-1.137823758,-5.793174124,=
14748,-7.629602718,0.108666531,56.62228082,-3.548778494,-7.910094889,=
14754,-7.561214348,2.137302838,106.6105294,-3.609294526,-7.560667306,=
14776,-7.543272703,4.584267301,70.43278633,-4.195736275,-7.698970004,=
14781,-7.803793283,25.74552769,100.5514371,-1.538166393,-7.567030709,=
14786,-7.635354757,4.433426307,110.4315146,-4.704240502,-7.590066877,=
14787,-7.799557962,47.92412021,68.9281611,-7.480032223,-7.448550002,=
14794,-7.614166778,4.582981265,67.26836547,-3.533481809,-7.761953897,=
14802,-7.522991782,3.981060149,95.75096786,-4.517911185,-7.575118363,=
14804,-7.713092186,3.314857976,96.59668524,-3.51859515,-7.679853714,=
14809,-7.790255763,4.553246221,89.60646129,-1.957379559,-7.812479279,=
14830,-5.288382984,0.00163912,91.98474505,-1.452605708,-5.339134522,=
14834,-4.940219345,-66.82796699,55.52982521,-1.507583039,-5.879426069,=
14865,-5.399478295,22.59308554,100.9470933,-3.767023236,-5.241088108,=
14869,-3.126495647,2.246276819,64.29658397,-0.207303311,-5.659555885,=
14876,-5.16978003,-19.40408175,64.42199832,-1.145523868,-5.806875402,=
14889,-5.506545187,33.03914046,93.67109774,-2.151840121,-5.251037139,=
14896,-1.906304177,-418.8138363,275.3000266,-0.072018583,-6.326058001,=
14898,-5.892227161,-0.112321062,90.56202527,-2.689403282,-5.91721463,=
14924,-5.554422011,23.66670133,106.1092939,-4.268120544,-5.477555766,=
14927,-5.944980969,-0.861220877,63.76701689,-12.09244113,-6.197910742,=
14983,-8.733557309,42.82412696,131.9094616,-0.563660612,-6.844663963,=
15031,-5.601571721,50,101.0014646,-42.56405792,-5,=
15035,-5.890000757,49.27296507,70.79138332,-13.92510421,-5.494850022,=
15036,-2.80070093,-3065.05193,103.9887652,-0.716696856,-5.301899454,=
15058,-6.351200665,48.93460001,97.1560904,-2.342377495,-5.542118103,=
15060,-5.503753213,13.37711766,103.8598753,-0.975383206,-5.317854924,=
15073,-3.352344807,-1708.613533,99.96705789,-0.876333862,-5.159893906,=
15079,-6.775898694,31.01996027,115.8926266,-0.566318966,-5.804100348,=
15084,-6.275482806,38.45163578,113.0183501,-3.203913401,-6.003488328,=
15085,-6.286847421,40.45054561,140.8650954,-2.556344174,-5.835647144,=
15116,-5.209184971,11.20773658,93.72609464,-1.113823385,-5.163043263,=
15151,-4.499398227,-158.0746671,85.08142096,-1.516229445,-5.016824928,=
15403,-6.707122153,39.31212644,106.2177234,-1.232519604,-6.078313525,=
15410,-6.769256701,15.77502542,81.69402743,-1.57702069,-6.782516056,=
15415,-6.649523358,20.06618386,111.0904778,-0.803150294,-6.245651664,=
15418,-7.271774602,8.755609331,105.4640721,-0.91163302,-7.122628654,=
15629,-6.598855236,-4.463581848,92.90431728,-0.733585367,-6.744727495,=
15634,0.370912189,-9522.208842,102.3626501,-0.380289084,-5.59345982,=
15639,-4.465431841,-278.0118041,95.74548035,-0.860914945,-5.46470588,=
15640,-2.979296037,-4515.913824,100.7456274,-0.82035078,-5.396855627,=
15646,-1.418753506,-5914.876451,95.71224415,-0.504406725,-5.640164518,=
15649,-3.501037023,-4103.883318,94.90515418,-1.09377712,-5.359518563,=
15660,-1.634583406,-349.5289059,158.923573,-0.110267963,-6.756961951,=
15661,-2.411986172,-3593.764131,66.69173983,-0.674599327,-5.899629455,=
15662,-5.933581204,-10.16599985,85.2982566,-0.840531644,-6.222573178,=
15670,-3.287181719,-1393.268911,97.50729768,-0.674558271,-5.488116639,=
15673,-3.998519001,-1542.225788,99.66932594,-1.191983214,-5.330683119,=
15683,-3.928919603,-1039.223467,103.8336166,-0.970259035,-5.327902142,=
15693,-3.411644573,-5491.148505,101.7778112,-1.093997218,-5.332547047,=
15708,-5.75737498,-2.50330296,96.35585555,-2.473521817,-5.772113295,=
15709,-5.080186153,-47.84056335,100.0310583,-4.004807027,-5.247951552,=
15718,-5.174589731,-62.67583746,101.9440221,-1.251739245,-5.447331784,=
15724,-5.30500817,-2.993908881,101.8431045,-5.233138975,-5.266000713,=
15757,-5.283182998,-6.75866169,93.95242036,-4.09195394,-5.298432015,=
15787,-5.473564113,-3.673468678,87.58448941,-2.481713298,-5.568636236,=
15788,-2.21332071,-2824.268916,109.5152169,-0.546553505,-5.326058001,=
15804,-5.718288405,-28.89539409,89.47189131,-0.788615871,-6.116338565,=
15807,-4.778258878,-218.6412796,65.78947521,-2.361115063,-5.400116928,=
15810,-2.340150835,-2747.018802,83.89795378,-0.577225281,-5.696803943,=
15815,-5.17782473,-20.89316401,87.27613282,-3.466540915,-5.304518324,=
15825,-5.759454613,-2.33617406,95.81581215,-2.477759788,-5.774690718,=
15827,-5.117669978,-56.68615984,93.46741724,-1.509487285,-5.392544977,=
15831,-5.372799513,0.411619275,103.6905728,-6.148622682,-5.279840697,=
15985,-5.914577281,32.60979092,84.71765364,-0.471171193,-5.266802735,=
15992,-11.80440157,43.40644067,301.752877,-0.240083763,-5.200659451,=
16007,-6.344481534,21.03202398,90.25749154,-0.960674997,-6.185752404,=
16023,-6.138749847,23.71419325,103.3735478,-1.336267505,-5.89279003,=
16037,-3.382079024,-204.6169028,74.86344131,-0.407723378,-5.872895202,=
16053,-7.225988191,10.88294557,93.13669796,-2.217492204,-7.189095719,=
16065,-6.860868405,22.76702236,98.47656446,-0.919419419,-6.576754126,=
16066,-6.743823637,10.03201065,121.2219976,-2.149839905,-6.600326279,=
16074,-7.163371779,7.423510347,96.73252887,-1.350708741,-7.13076828,=
16083,-7.72027727,2.497564167,79.02580369,-1.190737326,-7.910094889,=
16085,-7.176663465,4.492917647,85.14212107,-1.385196404,-7.258848401,=
16090,-7.140045967,1.957655638,99.07042236,-1.445378971,-7.13430394,=
16098,-7.140032728,28.07673615,102.015865,-3.958319202,-7.021363052,=
16109,-6.868484766,27.24487533,96.79115792,-8.550510475,-6.657577319,=
16129,-5.87664549,-27.17113461,109.0261757,-0.367230069,-6.196542884,=
16139,-3.977535682,-229.3378081,94.77268792,-0.719539864,-5.104025268,=
16143,-0.809566344,-412.5615205,106.5008545,-0.172847823,-6.099632871,=
16144,-3.075817375,-229.125788,73.8074695,-0.471895296,-5.361510743,=
16153,-5.538932088,29.56702611,96.61227825,-1.884064666,-5.299296283,=
16170,-5.362617423,40.98871969,105.9102288,-2.450627739,-5.021363052,=
16179,-3.553341712,-339.9235514,99.20939739,-0.587231815,-5.102922997,=
16185,-3.14223523,-1620.237144,91.59723107,-0.745812924,-5.334419009,=
16231,-5.619130648,37.37084613,81.89960027,-3.569764788,-5.508638306,=
16298,-5.287550682,4.868096287,92.76348616,-2.096157039,-5.290730039,=
16327,-5.487131631,44.98103199,101.0990241,-3.482340781,-5.07211659,=
16361,-8.186816625,48.04439083,97.04232487,-0.67606883,-6.106238238,=
16398,-4.331640706,-863.5142225,90.14736697,-1.472214308,-5.335358024,=
16404,-5.113643389,-23.11258101,89.59694001,-5.079115537,-5.270025714,=
16405,-4.878794955,-811.450571,88.62953824,-7.931778695,-5.269217724,=
16409,-5.138025096,20.93453241,96.37960978,-9.880016515,-5.171340103,=
16416,-5.413203515,-4.926360048,105.1460638,-3.259427379,-5.378823718,=
16421,-4.911721778,-145.3774358,90.55924713,-2.333286669,-5.299296283,=
16432,-5.035748627,-46.37028362,94.62228226,-8.510188961,-5.251037139,=
16437,-5.225128809,-18.2350086,94.15160292,-3.170467481,-5.302770657,=
16438,-5.26195497,-5.41606851,93.18994428,-4.063916936,-5.286509457,=
16462,-5.421446202,-14.46013538,89.41320143,-1.850743856,-5.562249437,=
16464,-5.037099713,-42.2179493,102.0862787,-9.944836838,-5.231361899,=
16465,-4.964828018,-132.3264155,98.8548802,-3.696427772,-5.247951552,=
16475,-5.987219605,32.80308675,98.94055276,-1.714785443,-5.671620397,=
16509,-5.902152532,13.45932339,90.3634988,-1.396859099,-5.860120914,=
16545,-7.096915695,0.792296184,95.6824611,-1.632075398,-7.123782159,=
16567,-6.936330949,6.498994615,62.42932116,-9.893039647,-7.223298816,=
16578,-7.380626838,-0.92611106,73.93109925,-1.644800954,-7.619788758,=
16579,-6.694844815,1.242458713,79.19912148,-1.607823129,-6.835647144,=
16581,-6.552071216,4.027312234,85.12493541,-0.908563725,-6.688246139,=
16585,-6.561637661,-4.954286525,118.8631015,-0.671154641,-6.41453927,=
16588,-7.36604294,0.38131503,95.76632131,-2.984211622,-7.372634143,=
16590,-7.163521612,-0.120860422,90.87071456,-1.33987803,-7.231361899,=
16616,-7.692302274,9.254773022,98.7610333,-0.892088535,-7.600326279,=
16633,-7.87716165,37.41213341,71.59371014,-9.684464622,-7.804100348,=
16650,-2.572678969,-200.9486831,111.5387755,-0.148019607,-6.70333481,=
16656,-8.174983453,20.3360929,90.46371171,-3.069026315,-8.095825632,=
16657,-8.15064436,3.288709049,57.53396288,-1.544721737,-8.716698771,=
16662,-7.598053155,2.014952005,93.56973759,-3.21495133,-7.623423043,=
16666,-8.930872614,19.08817636,146.3953327,-2.297879174,-8.647817482,=
16674,-4.155894836,-491.497767,74.4044934,-1.287777829,-5.276544328,=
16687,-5.131444082,-74.61356293,99.5999019,-0.88837048,-5.602059991,=
16690,-4.061218909,-512.4342862,100.2511775,-0.755123619,-5.457174573,=
16696,-3.37517215,-480.2115371,107.4685594,-0.398584336,-5.815308569,=
16715,-4.4626021,-351.3440574,99.51611368,-1.149927821,-5.308918508,=
16719,-3.041511895,-3175.991711,78.63235925,-0.830740983,-5.527243551,=
16724,-0.21014159,-3798.777351,83.11129087,-0.35306456,-6.076238039,=
16735,-5.157728506,-52.10261801,94.56854164,-1.605187176,-5.395773947,=
16752,-7.818639585,49.53253207,93.35306495,-1.625432268,-6.524328812,=
16756,-8.429742341,7.278452736,104.3506212,-1.607299779,-8.367542708,=
16773,-2.887210017,-340.9290831,80.47083757,-0.517870884,-5.033858267,=
16804,-8.214947874,16.51168946,73.79362544,-1.75025293,-8.296708622,=
16811,-6.293130763,9.78527975,107.3187442,-2.500249517,-6.197226275,=
16818,-6.227386019,10.99209373,101.3073942,-2.240991125,-6.160521953,=
16820,-6.555216888,12.29668628,102.9821034,-2.9627524,-6.519993057,=
16843,-6.258085401,7.86005555,70.23107875,-2.638690819,-6.379863945,=
16844,-5.987389761,18.29600373,55.21976608,-2.371183814,-6.369572125,=
16846,-6.228088758,1.16892945,130.1288771,-0.683226392,-5.910094889,=
